"Area","FundId","StarRatingFromEst","Name","NameEng","NameWarning","CPId","CPName","CPNameEng","AgentCPId","AgentCPName","AgentCPNameEng","RctName","Count","CurrencyCode","InceptionYmdOn","CategoryId","CategoryName","BroadAssetClassId","BroadAssetClassName","InvestmentStrategy","Custodian","CustodianFee","CustodianFeeUnitNameEng","ManagementFee","ManagementFeeUnitNameEng","MinInvestment","MinInvestmentUnit","DistnbutionStatus","FrontLoadFee","FrontLoadFeeUnitNameEng","SizeTransDate","FundSize","PriceTransDate","Price","PerformanceTransDate","UpDown","UpDownRate","Rr1w","Rr1M","Rr3M","Rr6M","RrThisYear","Rr1Y","Rr2Y","Rr3Y","Rr5Y","Rr10Y","RrFromEst","RatingTransDate","Alpha1Y","Beta1Y","Sharpe1Y","StdDev1Y","Alpha3Y","Beta3Y","Sharpe3Y","StdDev3Y","AriMean3Y","Alpha5Y","Beta5Y","Sharpe5Y","StdDev5Y","Alpha10Y","Beta10Y","Sharpe10Y","StdDev10Y","RiskRatingFromEst","ProviderId","EcAllot","RspAllot","EcRedem","EcSwitch","StopTradeType"
"B","017038","3","天利(盧森堡)-全球能源股票基金(歐元)","Threadneedle(Lux) Glb Engy Eq AU","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","18","EUR","20020402","183","能源股票","null","股票基金","全球能源股票基金將廣泛投資於全球公司所發行的權益證券.該等證券通常由主要從事發展,研究,生產或經銷與能源有關的產品及服務的公司發行.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.75","Percentage","2500","Monetary","不分配","3","Percentage","20160930","24629052.92","20161108","25.51","20161031","0.65","2.62","-2.91225","0.62721","3.59161","5.42094","11.17367","-0.34938","-12.59788","-7.12734","9.00213","5.33439","null","201609","-4.46","1.01","0","17.99","-2.81","0.98","-0.43","18.68","-0.66","-1.94","0.99","-0.1","17","-1.77","1.08","0.05","23.92","4","58","Y","Y","Y","Y","null"
"B","017001","null","天利(盧森堡)-全球能源股票基金(歐元避險)","Threadneedle(Lux) Glb Engy Eq AEH","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","16","EUR","20040831","187","其他行業股票","null","股票基金","全球能源股票基金將廣泛投資於全球公司所發行的權益證券.該等證券通常由主要從事發展,研究,生產或經銷與能源有關的產品及服務的公司發行.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.75","Percentage","2500","Monetary","不分配","3","Percentage","20160930","24629052.92","20161108","20.61","20161031","0.36","1.78","-2.28029","-2.00095","1.08108","0","11.00917","-2.09424","-24.40278","-26.08697","-17.45586","-22.64011","37.13331","null","-6.15","1.15","-0.05","21.91","-8.52","1.16","-0.64","22.97","-1.214","-6.5","1.23","-0.28","22.1","-3.67","1.35","0","30.58","4","58","Y","Y","Y","Y","null"
"B","017031","4","天利(盧森堡)-全球焦點基金(美元)","Threadneedle (Lux) Global Focus AU","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","54","USD","19951031","203","環球大型增長型股票","null","股票基金","本基金在全球範圍內投資於各國公司發行之權益證券.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","142261425","20161108","45.56","20161031","0.64","1.43","-2.52731","-4.08851","-3.66215","1.04352","2.54619","1.24583","6.13341","17.08258","54.90129","52.56449","185.507935","201609","-1.12","0.89","0.14","10.73","1.78","0.96","0.5","11.54","0.493","0.6","1","0.78","12.12","0.14","0.96","0.29","16.85","3","58","Y","Y","Y","Y","null"
"B","017032","4","天利(盧森堡)-全球焦點基金(歐元)","Threadneedle (Lux) Global Focus AU","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","36","EUR","19951031","203","環球大型增長型股票","null","股票基金","本基金在全球範圍內投資於各國公司發行之權益證券.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","126589906.41","20161108","41.24","20161031","0.91","2.27","-3.21678","-1.68127","-1.70455","5.59512","1.61527","2.03981","21.29712","45.2256","97.151","77.66361","null","201609","-1.12","0.89","0.14","10.73","1.78","0.96","0.5","11.54","0.493","0.6","1","0.78","12.12","0.14","0.96","0.29","16.85","3","58","Y","Y","Y","Y","null"
"B","017033","null","天利(盧森堡)-全球焦點基金(歐元避險)","Threadneedle (Lux) Global Focus AEH","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","16","EUR","19980625","829","環球股票 - 貨幣對沖","null","股票基金","本基金在全球範圍內投資於各國公司發行之權益證券.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","126589906.41","20161108","30.07","20161031","0.42","1.42","-2.56244","-4.23972","-4.05621","0.13333","1.28119","0.0333","5.07171","15.85037","50.652","36.54541","null","null","-3.46","1.27","0.02","16.84","-6.25","1.21","-0.07","15.84","-0.088","-7.39","1.38","0.27","17.67","-2.66","1.34","0.16","24.76","3","58","Y","Y","Y","Y","null"
"B","017006","3","天利(盧森堡)-全球新興市場短期債券基金(美元)","Threadneedle(Lux) Glb EM ST Bd AU","本基金有相當比重投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","USD","20040831","225","新興市場債券","null","債券基金","全球新興市場短期債券基金尋求自收入及資本增值達成總報酬,主要投資於全球範圍的多元化可轉讓債務證券.該等證券將由新興市場國家或超國家實體,或總部在新興市場國家的金融機構或公司所發行或擔保.投資組合的平均年期將為五年或以下.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.4","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","72705641","20161108","16.55","20161031","0.03","0.18","-0.66106","-0.54152","1.78571","4.55408","8.46457","6.23393","4.81929","6.9903","18.66476","null","109.885","201609","-1.13","0.65","1.36","4.32","-0.91","0.74","0.46","4.97","0.198","0.58","0.76","0.66","5.26","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017010","3","天利(盧森堡)-全球新興市場短期債券基金(美元配息)","Threadneedle(Lux) Glb EM ST Bd AUP","本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","37","USD","20061229","225","新興市場債券","null","債券基金","全球新興市場短期債券基金尋求自收入及資本增值達成總報酬,主要投資於全球範圍的多元化可轉讓債務證券.該等證券將由新興市場國家或超國家實體,或總部在新興市場國家的金融機構或公司所發行或擔保.投資組合的平均年期將為五年或以下.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.4","Percentage","2500","Monetary","分配","1.5","Percentage","20160930","72705641","20161108","6.46","20161031","0.01","0.16","-0.58585","-0.43314","1.80527","4.61799","8.57345","6.23964","4.8499","7.07405","18.79572","null","82.11096","201610","-1.32","0.66","1.39","4.22","-0.92","0.74","0.46","4.95","0.2","0.54","0.76","0.66","5.24","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017007","3","天利(盧森堡)-全球新興市場短期債券基金(歐元)","Threadneedle(Lux) Glb EM ST Bd AU","本基金有相當比重投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","13","EUR","20040831","225","新興市場債券","null","債券基金","全球新興市場短期債券基金尋求自收入及資本增值達成總報酬,主要投資於全球範圍的多元化可轉讓債務證券.該等證券將由新興市場國家或超國家實體,或總部在新興市場國家的金融機構或公司所發行或擔保.投資組合的平均年期將為五年或以下.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.4","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","64696387.58","20161108","14.99","20161031","0.15","1.01","-1.37345","1.96078","3.78527","9.19623","7.48396","7.02626","19.77759","32.7465","50.95093","null","215.507187","201609","null","null","1.36","4.32","null","null","0.46","4.97","0.198","null","null","0.66","5.26","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017008","2","天利(盧森堡)-全球新興市場短期債券基金(歐元避險)","Threadneedle(Lux) Glb EM ST Bd AEH","本基金有相當比重投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","EUR","20040831","680","環球新興市場債券(歐元傾向)","null","債券基金","全球新興市場短期債券基金尋求自收入及資本增值達成總報酬,主要投資於全球範圍的多元化可轉讓債務證券.該等證券將由新興市場國家或超國家實體,或總部在新興市場國家的金融機構或公司所發行或擔保.投資組合的平均年期將為五年或以下.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.4","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","64696387.58","20161108","15.09","20161031","0.03","0.2","-0.72464","-0.72464","1.27688","3.71645","7.25979","4.94429","3.14854","5.23744","15.65619","-10.24424","0.46663","201609","-1.34","0.66","1.22","4.27","-0.98","0.73","0.38","4.94","0.152","0.48","0.75","0.56","5.24","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017009","2","天利(盧森堡)-全球新興市場短期債券基金(歐元避險配息)","Threadneedle(Lux) Glb EM ST Bd AEC","本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","EUR","20080307","680","環球新興市場債券(歐元傾向)","null","債券基金","全球新興市場短期債券基金尋求自收入及資本增值達成總報酬,主要投資於全球範圍的多元化可轉讓債務證券.該等證券將由新興市場國家或超國家實體,或總部在新興市場國家的金融機構或公司所發行或擔保.投資組合的平均年期將為五年或以下.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.4","Percentage","2500","Monetary","分配","1.5","Percentage","20160930","64696387.58","20161108","6.72","20161031","0.01","0.15","-0.69579","-0.69579","1.32285","3.73174","7.36851","5.04567","3.36382","5.38112","15.83481","null","63.50614","201610","-1.3","0.65","1.23","4.28","-0.98","0.73","0.39","4.93","0.156","0.5","0.75","0.57","5.2","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017039","null","天利(盧森堡)-泛歐洲股票基金 (美元避險)","Threadneedle(Lux) Pan Eur Eq AUH","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","12","USD","20131024","977","歐洲股票 - 貨幣對沖","null","股票基金","本基金廣泛投資於歐洲各國公司所發行之權益證券,投資活動通常在歐洲各大市場進行,尋求資本增值.","花旗銀行歐洲(盧森堡)","null","null","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","113823408.7","20161108","16.43","20161031","0.23","1.43","-1.95151","-2.9842","-2.47059","-1.54394","-9.0011","-10.86022","4.40806","9.80134","null","null","10.53333","null","-1.98","1.19","-0.57","16.08","6.03","1.18","0.67","17.74","0.987","null","null","null","null","null","null","null","null","4","58","Y","Y","Y","Y","null"
"B","017022","3","天利(盧森堡)-泛歐洲股票基金(美元)","Threadneedle(Lux) Pan Eur Eq AE","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","17","USD","19951017","160","歐洲大型增長型股票","null","股票基金","本基金廣泛投資於歐洲各國公司所發行之權益證券,投資活動通常在歐洲各大市場進行,尋求資本增值.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","113823408.7","20161108","57.77","20161031","0.34","0.59","-1.26215","-5.45484","-4.75485","-6.56875","-8.80592","-12.14145","-8.15486","-10.63601","23.17022","35.66909","null","201610","-5.03","1.01","-0.93","11.98","-0.54","0.98","0.33","13","0.354","0.36","0.95","0.82","11.75","2.42","0.86","0.31","14.01","4","58","Y","Y","Y","Y","null"
"B","017021","3","天利(盧森堡)-泛歐洲股票基金(歐元)","Threadneedle(Lux) Pan Eur Eq AE","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","EUR","19951017","160","歐洲大型增長型股票","null","股票基金","本基金廣泛投資於歐洲各國公司所發行之權益證券,投資活動通常在歐洲各大市場進行,尋求資本增值.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","101284622","20161108","52.3","20161031","0.72","1.4","-1.9677","-3.08313","-2.85136","-2.36643","-9.61835","-11.46689","4.99007","10.82896","56.70621","57.97192","362.874237","201610","-5.03","1.01","-0.93","11.98","-0.54","0.98","0.33","13","0.354","0.36","0.95","0.82","11.75","2.42","0.86","0.31","14.01","4","58","Y","Y","Y","Y","null"
"B","017002","3","天利(盧森堡)-美國高收益債券基金(美元)","Threadneedle (Lux) US HY Bd AU","本基金主要係投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","91","USD","20031212","222","美元高收益債券","null","債券基金","美元高入息債券基金藉著主要投資於以美元計值及產生收益的債務證券,優先股及可換股證券,側重高孳息市場中評級較高的層份,尋求達致資本增值.在一般情況下,該組合基金會將其資產至少三分之二投資在評級低於投資級別的債務證券多元化投資組合.低於投資級別債務證券乃評級低於穆迪(Baa3)級,標準普爾(BBB-)級或獲另NRSRO等值評級,或未獲評級及相信屬類似質素的債務證券.該組合基金一般不會購入評級低於標準普爾或穆迪的(B)級或獲另一NRSRO等值評級或未獲評級及相信屬類似質素的債務證券.所有評級在作出投資之時適用.若某一證券的評級在購入之後有變動,該證券可由組合基金經理酌情決定繼續持有.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.25","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","214278712","20161108","31.09","20161031","0.18","0.58","-1.17237","-0.192","1.79504","4.48911","9.86263","6.3779","7.36661","13.37694","32.66692","76.31424","107.933289","201610","-0.01","0.71","1.25","4.82","0.02","0.9","0.81","5.2","0.36","-0.76","0.96","1.1","5.21","-0.34","0.86","0.63","8.31","3","58","Y","Y","Y","Y","null"
"B","017005","4","天利(盧森堡)-美國高收益債券基金(美元配息)","Threadneedle (Lux) US HY Bd AUP","本基金主要係投資於非投資等級之高風險債券且基金之配息來源可能為本金","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","74","USD","20060630","222","美元高收益債券","null","債券基金","美元高入息債券基金藉著主要投資於以美元計值及產生收益的債務證券,優先股及可換股證券,側重高孳息市場中評級較高的層份,尋求達致資本增值.在一般情況下,該組合基金會將其資產至少三分之二投資在評級低於投資級別的債務證券多元化投資組合.低於投資級別債務證券乃評級低於穆迪(Baa3)級,標準普爾(BBB-)級或獲另NRSRO等值評級,或未獲評級及相信屬類似質素的債務證券.該組合基金一般不會購入評級低於標準普爾或穆迪的(B)級或獲另一NRSRO等值評級或未獲評級及相信屬類似質素的債務證券.所有評級在作出投資之時適用.若某一證券的評級在購入之後有變動,該證券可由組合基金經理酌情決定繼續持有.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.25","Percentage","2500","Monetary","分配","1.5","Percentage","20160930","214278712","20161108","13.68","20161031","0.08","0.59","-1.17317","-0.1713","1.78934","4.47478","9.9223","6.36843","7.36891","13.37772","32.71827","76.38256","83.78902","201610","-0.06","0.72","1.24","4.85","0","0.9","0.81","5.22","0.36","-0.76","0.96","1.1","5.22","-0.33","0.86","0.63","8.32","3","58","Y","Y","Y","Y","null"
"B","017003","3","天利(盧森堡)-美國高收益債券基金(歐元)","Threadneedle (Lux) US HY Bd AU","本基金主要係投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","27","EUR","20031212","222","美元高收益債券","null","債券基金","美元高入息債券基金藉著主要投資於以美元計值及產生收益的債務證券,優先股及可換股證券,側重高孳息市場中評級較高的層份,尋求達致資本增值.在一般情況下,該組合基金會將其資產至少三分之二投資在評級低於投資級別的債務證券多元化投資組合.低於投資級別債務證券乃評級低於穆迪(Baa3)級,標準普爾(BBB-)級或獲另NRSRO等值評級,或未獲評級及相信屬類似質素的債務證券.該組合基金一般不會購入評級低於標準普爾或穆迪的(B)級或獲另一NRSRO等值評級或未獲評級及相信屬類似質素的債務證券.所有評級在作出投資之時適用.若某一證券的評級在購入之後有變動,該證券可由組合基金經理酌情決定繼續持有.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.25","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","190673769.06","20161108","28.14","20161031","0.39","1.4","-1.89655","2.30133","3.83212","9.17114","8.87868","7.19668","22.73511","40.56326","68.74262","105.267052","null","201610","-0.01","0.71","1.25","4.82","0.02","0.9","0.81","5.2","0.36","-0.76","0.96","1.1","5.21","-0.34","0.86","0.63","8.31","3","58","Y","Y","Y","Y","null"
"B","017004","null","天利(盧森堡)-美國高收益債券基金(歐元避險)","Threadneedle (Lux) US HY Bd AEH","本基金主要係投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","22","EUR","20031215","759","高收益債券 - 其他對沖","null","債券基金","美元高入息債券基金藉著主要投資於以美元計值及產生收益的債務證券,優先股及可換股證券,側重高孳息市場中評級較高的層份,尋求達致資本增值.在一般情況下,該組合基金會將其資產至少三分之二投資在評級低於投資級別的債務證券多元化投資組合.低於投資級別債務證券乃評級低於穆迪(Baa3)級,標準普爾(BBB-)級或獲另NRSRO等值評級,或未獲評級及相信屬類似質素的債務證券.該組合基金一般不會購入評級低於標準普爾或穆迪的(B)級或獲另一NRSRO等值評級或未獲評級及相信屬類似質素的債務證券.所有評級在作出投資之時適用.若某一證券的評級在購入之後有變動,該證券可由組合基金經理酌情決定繼續持有.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.25","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","190673769.06","20161108","29.35","20161031","0.16","0.55","-1.20724","-0.30457","1.41136","3.69588","8.70849","5.13919","5.89505","11.6755","29.7226","71.47846","97.32096","null","-6.19","1.27","0.4","11.4","-9.16","1.3","-0.29","10.69","-0.244","-9.14","1.49","0.08","11.12","-4.09","1.31","0.28","15.89","3","58","Y","Y","Y","Y","null"
"B","017034","2","天利(盧森堡)-美國選擇基金(美元)","Threadneedle(Lux) American Select AU","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","USD","20000728","175","美國大型增長型股票","null","股票基金","本基金將集中投資於其總部設於美國或其大部份的經營活動以美國為所在地的公司發行人所發行的股本證券組合(包括可轉換為股本證券及／或認股權證的證券).其持有的投資一般為市值較大的公司.此基金與美國大型公司股票基金比較,則傾向於投資較小數目的發行人.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","5353755","20161108","17.94","20161031","0.42","2.4","-1.87949","-2.14994","-1.16927","3.43823","2.01149","0","2.89855","13.41853","59.33577","45.49186","18.33327","201609","-5.06","1.2","0.03","12.45","-4.79","1.07","0.4","12.03","0.409","-4.29","1.08","0.85","11.72","-2.57","1","0.26","16.4","4","58","Y","Y","Y","Y","null"
"B","017035","2","天利(盧森堡)-美國選擇基金(歐元)","Threadneedle(Lux) American Select AU","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","13","EUR","20000728","175","美國大型增長型股票","null","股票基金","本基金將集中投資於其總部設於美國或其大部份的經營活動以美國為所在地的公司發行人所發行的股本證券組合(包括可轉換為股本證券及／或認股權證的證券).其持有的投資一般為市值較大的公司.此基金與美國大型公司股票基金比較,則傾向於投資較小數目的發行人.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","4763985.35","20161108","16.24","20161031","0.5","3.18","-2.52708","0.37175","0.87173","8.14419","1.1236","0.80896","17.64706","40.7472","102.753479","69.45605","null","201609","-5.06","1.2","0.03","12.45","-4.79","1.07","0.4","12.03","0.409","-4.29","1.08","0.85","11.72","-2.57","1","0.26","16.4","4","58","Y","Y","Y","Y","null"
"B","017036","null","天利(盧森堡)-美國選擇基金(歐元避險)","Threadneedle(Lux) American Select AEH","","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","EUR","20000731","830","美國股票 - 貨幣對沖","null","股票基金","本基金將集中投資於其總部設於美國或其大部份的經營活動以美國為所在地的公司發行人所發行的股本證券組合(包括可轉換為股本證券及／或認股權證的證券).其持有的投資一般為市值較大的公司.此基金與美國大型公司股票基金比較,則傾向於投資較小數目的發行人.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","3","Percentage","20160930","4763985.35","20161108","21.72","20161031","0.5","2.36","-1.91606","-2.27273","-1.55678","2.52742","1.03383","-1.05844","1.84748","12.3302","55.01081","36.076","null","null","-7.91","1.54","-0.05","16.93","-13.58","1.28","-0.13","16.09","-0.17","-13.23","1.4","0.31","16.87","-5.63","1.35","0.15","23.73","4","58","Y","Y","Y","Y","null"
"B","017015","3","天利(盧森堡)-新興市場公司債券(美元配息)","Threadneedle (Lux) EM Corp Bd AUP","本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","14","USD","20040831","910","環球新興市場企業債券","null","債券基金","新興市場公司債券基金(原名新興市場低存續期債券基金)經由主要投資於美元計價或美元避險之投資評級及非投資評級之債券,及其他由總公司位於新興市場國家或大部份業務於新興市場國家進行之機構發行或保證之其他債券,尋求自收入及資本增值達成總報酬.基金其次得投資於其他債券,含新興市場國家政府借款人發行之債券,經濟合作發展組織政府及公司借款人發行之債券,存款,現金及約當現金.本基金之平均到期日不超過五年.該投資組合亦可運用金融衍生性工具作投資目的,避險及有效之投資組合管理.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","分配","1.5","Percentage","20160930","42751637","20161108","8.52","20161031","0.02","0.24","-0.37364","0.0919","1.45455","5.95179","11.19547","8.71869","7.45943","13.14208","29.55681","18.15065","25.63332","201609","-0.94","1.06","1.75","4.68","null","null","0.9","4.59","0.352","null","null","1.03","5.06","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017013","4","天利(盧森堡)-新興市場公司債券(歐元避險)","Threadneedle (Lux) EM Corp Bd AEH","本基金有相當比重投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","13","EUR","20020402","911","環球新興市場企業債券 -歐元傾向","null","債券基金","新興市場公司債券基金(原名新興市場低存續期債券基金)經由主要投資於美元計價或美元避險之投資評級及非投資評級之債券,及其他由總公司位於新興市場國家或大部份業務於新興市場國家進行之機構發行或保證之其他債券,尋求自收入及資本增值達成總報酬.基金其次得投資於其他債券,含新興市場國家政府借款人發行之債券,經濟合作發展組織政府及公司借款人發行之債券,存款,現金及約當現金.本基金之平均到期日不超過五年.該投資組合亦可運用金融衍生性工具作投資目的,避險及有效之投資組合管理.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","38042116.66","20161108","20.33","20161031","0.03","0.15","-0.4401","-0.09814","1.04218","5.05676","9.9946","7.44063","5.93132","11.43952","26.69574","null","148.954025","201609","6.55","0.1","1.61","4.69","null","null","0.82","4.56","0.31","null","null","0.94","5.04","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017014","3","天利(盧森堡)-新興市場公司債券(歐元避險配息)","Threadneedle (Lux) EM Corp Bd AEC","本基金有相當比重投資於非投資等級之高風險債券且基金之配息來源可能為本金","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","17","EUR","20120112","911","環球新興市場企業債券 -歐元傾向","null","債券基金","新興市場公司債券基金(原名新興市場低存續期債券基金)經由主要投資於美元計價或美元避險之投資評級及非投資評級之債券,及其他由總公司位於新興市場國家或大部份業務於新興市場國家進行之機構發行或保證之其他債券,尋求自收入及資本增值達成總報酬.基金其次得投資於其他債券,含新興市場國家政府借款人發行之債券,經濟合作發展組織政府及公司借款人發行之債券,存款,現金及約當現金.本基金之平均到期日不超過五年.該投資組合亦可運用金融衍生性工具作投資目的,避險及有效之投資組合管理.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","分配","1.5","Percentage","20160930","38042116.66","20161108","14.68","20161031","0.02","0.14","-0.43337","-0.0289","1.0682","5.09248","9.99913","7.49339","5.90264","11.4114","null","null","27.5714","201609","6.61","0.1","1.63","4.67","null","null","0.82","4.55","0.309","null","null","null","null","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","017011","3","天利(盧森堡)-新興市場公司債券基金(美元)","Threadneedle (Lux) EM Corp Bd AU","本基金有相當比重投資於非投資等級之高風險債券","73","天利管理(盧森堡)有限公司","Threadneedle Management Luxembourg S.A.","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","15","USD","20120112","910","環球新興市場企業債券","null","債券基金","新興市場公司債券基金(原名新興市場低存續期債券基金)經由主要投資於美元計價或美元避險之投資評級及非投資評級之債券,及其他由總公司位於新興市場國家或大部份業務於新興市場國家進行之機構發行或保證之其他債券,尋求自收入及資本增值達成總報酬.基金其次得投資於其他債券,含新興市場國家政府借款人發行之債券,經濟合作發展組織政府及公司借款人發行之債券,存款,現金及約當現金.本基金之平均到期日不超過五年.該投資組合亦可運用金融衍生性工具作投資目的,避險及有效之投資組合管理.","花旗銀行歐洲(盧森堡)","0.2","Percentage","1.5","Percentage","2500","Monetary","不分配","1.5","Percentage","20160930","42751637","20161108","19.43","20161031","0.03","0.15","-0.35861","0.10293","1.46062","5.93682","11.2064","8.71996","7.39923","13.08141","null","null","29.15009","201609","-1.01","1.07","1.74","4.71","null","null","0.89","4.6","0.351","null","null","null","null","null","null","null","null","3","58","Y","Y","Y","Y","null"
