FRId,FRDetail.Name,TransDate,ExternalName,InvRate
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,CHINA OVRS FIN 5 0% 16 05 01 2023 CV,7.02538
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,CRRC CORP LTD 0% 16 05 02 2021 CV,6.88818
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,CHINA RAIL CONS 0% 16 29 01 2021 CV,5.77642
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,UNITED MICROELEC 0% 15 18 05 2020 CV,5.39464
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,SHENZHOU INTERNA 0.5% 14 18 06 2019 CV,4.98767
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,INDAH CAPITAL 0% 13 24 10 2018 CV,4.67302
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,ENN ENERGY HLDG 0% 13 26 02 2018 CV,4.45047
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,BAOSTEEL HONG KO 0% 15 01 12 2018 CV,4.41194
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,SEMICONDUCTOR MA 0% 16 07 07 2022,4.31931
032091,法巴百利達亞洲可換股債券基金 C (美元),20160901,ADVANCED SEMICON 0% 13 05 09 2018 CV,4.29102
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,CHINA OVRS FIN 5 0% 16 05 01 2023 CV,7.02538
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,CRRC CORP LTD 0% 16 05 02 2021 CV,6.88818
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,CHINA RAIL CONS 0% 16 29 01 2021 CV,5.77642
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,UNITED MICROELEC 0% 15 18 05 2020 CV,5.39464
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,SHENZHOU INTERNA 0.5% 14 18 06 2019 CV,4.98767
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,INDAH CAPITAL 0% 13 24 10 2018 CV,4.67302
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,ENN ENERGY HLDG 0% 13 26 02 2018 CV,4.45047
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,BAOSTEEL HONG KO 0% 15 01 12 2018 CV,4.41194
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,SEMICONDUCTOR MA 0% 16 07 07 2022,4.31931
032092,法巴百利達亞洲可換股債券基金/月配 (美元),20160901,ADVANCED SEMICON 0% 13 05 09 2018 CV,4.29102
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,ITAUSA INVESTIMENTOS ITAU PR,6.13485
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,FOMENTO ECONOMICO MEX SP ADR,4.90315
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,ITAU UNIBANCO HOLDING S PREF,4.01901
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,GRUPO TELEVISA SA SPON ADR,3.45386
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,AMERICA MOVIL SPN ADR CL L,3.44101
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,BB SEGURIDADE PARTICIPACOES,3.16063
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,BANCO BRADESCO SA PREF,3.11969
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,CIELO SA,2.97639
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,GRUPO FINANCIERO BANORTE O,2.95702
032043,法巴百利達拉丁美洲股票基金 C (美元),20160901,MINERVA SA,2.6962
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,ITAUSA INVESTIMENTOS ITAU PR,6.13485
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,FOMENTO ECONOMICO MEX SP ADR,4.90315
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,ITAU UNIBANCO HOLDING S PREF,4.01901
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,GRUPO TELEVISA SA SPON ADR,3.45386
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,AMERICA MOVIL SPN ADR CL L,3.44101
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,BB SEGURIDADE PARTICIPACOES,3.16063
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,BANCO BRADESCO SA PREF,3.11969
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,CIELO SA,2.97639
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,GRUPO FINANCIERO BANORTE O,2.95702
032035,法巴百利達拉丁美洲股票基金/年配 (美元),20160901,MINERVA SA,2.6962
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,LUKOIL PJSC,9.62834
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,MAGNIT PJSC,8.88676
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,SBERBANK PREFERENCE,7.66032
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,MOBILE TELESYSTEMS PJSC,5.73683
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,SURGUTNEFTEGAS PREFERENCE,5.33273
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,NOVATEK OJSC,4.72432
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,MOSCOW EXCHANGE MICEX RTS PJ,4.6003
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,GAZPROM PAO,4.59573
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,ALROSA PAO,4.49453
032094,法巴百利達俄羅斯股票基金 C (美元),20160901,MMC NORILSK NICKEL PJSC,4.37319
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,LUKOIL PJSC,9.62834
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,MAGNIT PJSC,8.88676
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,SBERBANK PREFERENCE,7.66032
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,MOBILE TELESYSTEMS PJSC,5.73683
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,SURGUTNEFTEGAS PREFERENCE,5.33273
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,NOVATEK OJSC,4.72432
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,MOSCOW EXCHANGE MICEX RTS PJ,4.6003
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,GAZPROM PAO,4.59573
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,ALROSA PAO,4.49453
032063,法巴百利達俄羅斯股票基金/月配(美元),20160901,MMC NORILSK NICKEL PJSC,4.37319
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,LUKOIL PJSC,9.62834
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,MAGNIT PJSC,8.88676
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,SBERBANK PREFERENCE,7.66032
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,MOBILE TELESYSTEMS PJSC,5.73683
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,SURGUTNEFTEGAS PREFERENCE,5.33273
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,NOVATEK OJSC,4.72432
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,MOSCOW EXCHANGE MICEX RTS PJ,4.6003
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,GAZPROM PAO,4.59573
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,ALROSA PAO,4.49453
032025,法巴百利達俄羅斯股票基金/年配 (歐元),20160901,MMC NORILSK NICKEL PJSC,4.37319
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,ENBRIDGE US INC 0% 16 12 12 2016,2.0252
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,SOC GENERALE 0% 16 03 10 2016,1.78656
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,CAISSE CENT DESJ 0% 16 13 12 2016,1.70904
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,XCEL ENERGY INC 0% 16 03 10 2016,1.62443
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,MONSANTO CO 0% 16 28 11 2016,1.59393
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,NATIXIS NY 0.83% 16 31 10 2016,1.35597
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,MIZUHO BANK LTD 0.8% 16 21 10 2016,1.35571
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,CAISSE DES DEPOT 0% 16 03 10 2016,1.35346
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,PRUDENTIAL FIN 0% 16 07 10 2016,1.35336
032088,法巴百利達美元貨幣市場基金 C (美元),20160901,BPCE 0% 16 01 11 2016,1.35256
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,US TREASURY N B 1.375% 15 31 08 2020,12.38915
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,US TREASURY N B 1.375% 13 31 05 2020,9.91407
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,US TREASURY N B 0.875% 16 15 09 2019,5.06797
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,US TREASURY N B 0.75% 16 15 08 2019,4.9436
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,US TSY INFL IX N B 0.125% 14 15 07 2024,1.69932
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,BANK NOVA SCOTIA 1.65% 16 14 06 2019,1.66301
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,PROG 2016 SFR1 A 16 17 09 2033,1.22557
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,SHELL INTL FIN 4.3% 09 22 09 2019,1.19037
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,BEAR STEARNS CO 6.4% 07 02 10 2017,1.18845
032033,法巴百利達美元短期債券基金/月配 (美元),20160901,WACHOVIA CORP 5.75% 08 01 02 2018,1.17407
032042,法巴百利達美元短期債券基金C (美元),20160901,US TREASURY N B 1.375% 15 31 08 2020,12.38915
032042,法巴百利達美元短期債券基金C (美元),20160901,US TREASURY N B 1.375% 13 31 05 2020,9.91407
032042,法巴百利達美元短期債券基金C (美元),20160901,US TREASURY N B 0.875% 16 15 09 2019,5.06797
032042,法巴百利達美元短期債券基金C (美元),20160901,US TREASURY N B 0.75% 16 15 08 2019,4.9436
032042,法巴百利達美元短期債券基金C (美元),20160901,US TSY INFL IX N B 0.125% 14 15 07 2024,1.69932
032042,法巴百利達美元短期債券基金C (美元),20160901,BANK NOVA SCOTIA 1.65% 16 14 06 2019,1.66301
032042,法巴百利達美元短期債券基金C (美元),20160901,PROG 2016 SFR1 A 16 17 09 2033,1.22557
032042,法巴百利達美元短期債券基金C (美元),20160901,SHELL INTL FIN 4.3% 09 22 09 2019,1.19037
032042,法巴百利達美元短期債券基金C (美元),20160901,BEAR STEARNS CO 6.4% 07 02 10 2017,1.18845
032042,法巴百利達美元短期債券基金C (美元),20160901,WACHOVIA CORP 5.75% 08 01 02 2018,1.17407
032061,法巴百利達美元債券基金 C (美元),20160901,BNP PFI US MOR SHS X CAPITALISATION,9.10387
032061,法巴百利達美元債券基金 C (美元),20160901,US TSY INFL IX N B 0.625% 11 15 07 2021,4.78195
032061,法巴百利達美元債券基金 C (美元),20160901,FNCL 3 10 13 3% 13 25 06 2043,3.68931
032061,法巴百利達美元債券基金 C (美元),20160901,NETHERLANDS GOVT 2.25% 12 15 07 2022,2.60123
032061,法巴百利達美元債券基金 C (美元),20160901,FNMA 30YR TBA OCT 4% 10 25 10 2043,2.36363
032061,法巴百利達美元債券基金 C (美元),20160901,US TREASURY N B 3.375% 14 15 05 2044,2.36302
032061,法巴百利達美元債券基金 C (美元),20160901,FNCL 3.5 10 11 3.5% 11 25 01 2041,2.09746
032061,法巴百利達美元債券基金 C (美元),20160901,SINGAPORE GOVT 2.5% 09 01 06 2019,2.07076
032061,法巴百利達美元債券基金 C (美元),20160901,NORWEGIAN GOVT 1.75% 15 13 03 2025,1.97566
032061,法巴百利達美元債券基金 C (美元),20160901,G2SF 3 10 12 3% 12 20 08 2042,1.93366
032010,法巴百利達美元債券基金/月配 (美元),20160901,BNP PFI US MOR SHS X CAPITALISATION,9.10387
032010,法巴百利達美元債券基金/月配 (美元),20160901,US TSY INFL IX N B 0.625% 11 15 07 2021,4.78195
032010,法巴百利達美元債券基金/月配 (美元),20160901,FNCL 3 10 13 3% 13 25 06 2043,3.68931
032010,法巴百利達美元債券基金/月配 (美元),20160901,NETHERLANDS GOVT 2.25% 12 15 07 2022,2.60123
032010,法巴百利達美元債券基金/月配 (美元),20160901,FNMA 30YR TBA OCT 4% 10 25 10 2043,2.36363
032010,法巴百利達美元債券基金/月配 (美元),20160901,US TREASURY N B 3.375% 14 15 05 2044,2.36302
032010,法巴百利達美元債券基金/月配 (美元),20160901,FNCL 3.5 10 11 3.5% 11 25 01 2041,2.09746
032010,法巴百利達美元債券基金/月配 (美元),20160901,SINGAPORE GOVT 2.5% 09 01 06 2019,2.07076
032010,法巴百利達美元債券基金/月配 (美元),20160901,NORWEGIAN GOVT 1.75% 15 13 03 2025,1.97566
032010,法巴百利達美元債券基金/月配 (美元),20160901,G2SF 3 10 12 3% 12 20 08 2042,1.93366
032014,法巴百利達美國小型股票基金 C (美元),20160901,LOGMEIN INC,1.87567
032014,法巴百利達美國小型股票基金 C (美元),20160901,BANK OF THE OZARKS,1.75877
032014,法巴百利達美國小型股票基金 C (美元),20160901,ALKERMES PLC,1.75438
032014,法巴百利達美國小型股票基金 C (美元),20160901,GRANITE CONSTRUCTION INC,1.62787
032014,法巴百利達美國小型股票基金 C (美元),20160901,MICROSEMI CORP,1.60721
032014,法巴百利達美國小型股票基金 C (美元),20160901,ENDOLOGIX INC,1.57637
032014,法巴百利達美國小型股票基金 C (美元),20160901,EMCOR GROUP INC,1.48064
032014,法巴百利達美國小型股票基金 C (美元),20160901,WESTERN ALLIANCE BANCORP,1.4663
032014,法巴百利達美國小型股票基金 C (美元),20160901,BANKUNITED INC,1.46309
032014,法巴百利達美國小型股票基金 C (美元),20160901,NEW RELIC INC,1.45245
032068,法巴百利達美國中型股票基金 C (美元),20160901,COPA HOLDINGS SA CLASS A,3.96649
032068,法巴百利達美國中型股票基金 C (美元),20160901,JUNIPER NETWORKS INC,3.53598
032068,法巴百利達美國中型股票基金 C (美元),20160901,TERADATA CORP,3.49418
032068,法巴百利達美國中型股票基金 C (美元),20160901,ALCOA INC,3.37388
032068,法巴百利達美國中型股票基金 C (美元),20160901,TIME INC W I,3.31051
032068,法巴百利達美國中型股票基金 C (美元),20160901,TEGNA INC,3.25035
032068,法巴百利達美國中型股票基金 C (美元),20160901,NEW YORK TIMES CO A,3.18485
032068,法巴百利達美國中型股票基金 C (美元),20160901,DEVRY EDUCATION GROUP INC,3.18126
032068,法巴百利達美國中型股票基金 C (美元),20160901,CREE INC,3.12704
032068,法巴百利達美國中型股票基金 C (美元),20160901,RAYMOND JAMES FINANCIAL INC,2.98474
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,COPA HOLDINGS SA CLASS A,3.96649
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,JUNIPER NETWORKS INC,3.53598
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,TERADATA CORP,3.49418
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,ALCOA INC,3.37388
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,TIME INC W I,3.31051
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,TEGNA INC,3.25035
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,NEW YORK TIMES CO A,3.18485
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,DEVRY EDUCATION GROUP INC,3.18126
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,CREE INC,3.12704
032067,法巴百利達美國中型股票基金/年配 (美元),20160901,RAYMOND JAMES FINANCIAL INC,2.98474
032001,法巴百利達美國股票基金 C (美元),20160901,VANTIV INC CL A,2.45034
032001,法巴百利達美國股票基金 C (美元),20160901,LENNOX INTERNATIONAL INC,2.38555
032001,法巴百利達美國股票基金 C (美元),20160901,TYSON FOODS INC CL A,2.36818
032001,法巴百利達美國股票基金 C (美元),20160901,GLOBAL PAYMENTS INC,2.33712
032001,法巴百利達美國股票基金 C (美元),20160901,SABRE CORP,2.29233
032001,法巴百利達美國股票基金 C (美元),20160901,HOME DEPOT INC,2.26637
032001,法巴百利達美國股票基金 C (美元),20160901,LYONDELLBASELL INDU CL A,2.23506
032001,法巴百利達美國股票基金 C (美元),20160901,LOWES COS INC,2.17307
032001,法巴百利達美國股票基金 C (美元),20160901,LEAR CORP,2.0068
032001,法巴百利達美國股票基金 C (美元),20160901,FORTUNE BRANDS HOME SECURI,1.94064
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,RUSSIA OFZ 7.6% 11 14 04 2021,6.17594
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,REP SOUTH AFRICA 10.5% 98 21 12 2026,5.06339
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,INDONESIA GOVT 9% 13 15 03 2029,4.23233
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,REP SOUTH AFRICA 6.75% 06 31 03 2021,3.95342
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,TURKEY REP OF 7.5% 09 07 11 2019,3.82146
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,COLOMBIA TES 11% 05 24 07 2020,3.58418
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,HUNGARY GOVT 7% 11 24 06 2022,3.43787
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,INDONESIA GOVT 10% 07 15 02 2028,3.38229
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,BRAZIL NTN F 10% 14 01 01 2025 FLAT,3.2924
032006,法巴百利達新興市場當地貨幣債券基金 C (美元),20160901,BRAZIL NTN F 10% 12 01 01 2023 FLAT,3.26106
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,RUSSIA OFZ 7.6% 11 14 04 2021,6.17594
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,REP SOUTH AFRICA 10.5% 98 21 12 2026,5.06339
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,INDONESIA GOVT 9% 13 15 03 2029,4.23233
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,REP SOUTH AFRICA 6.75% 06 31 03 2021,3.95342
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,TURKEY REP OF 7.5% 09 07 11 2019,3.82146
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,COLOMBIA TES 11% 05 24 07 2020,3.58418
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,HUNGARY GOVT 7% 11 24 06 2022,3.43787
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,INDONESIA GOVT 10% 07 15 02 2028,3.38229
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,BRAZIL NTN F 10% 14 01 01 2025 FLAT,3.2924
032070,法巴百利達新興市場當地貨幣債券基金/月配 (美元),20160901,BRAZIL NTN F 10% 12 01 01 2023 FLAT,3.26106
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,LUKOIL PJSC SPON ADR,8.82899
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,SBERBANK PREFERENCE,6.04193
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,GAZPROM PAO SPON ADR,5.60879
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,SURGUTNEFTEGAS PREFERENCE,3.16283
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,PKO BANK POLSKI SA,3.14679
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,TURKIYE GARANTI BANKASI,2.99611
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,ASSECO POLAND SA,2.91823
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,NOVATEK OAO SPONS GDR REG S,2.80572
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,MAGNIT PJSC,2.8
032076,法巴百利達新興歐洲股票基金 C (美元),20160901,MOBILE TELESYSTEMS PJSC,2.59635
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,LUKOIL PJSC SPON ADR,8.82899
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,SBERBANK PREFERENCE,6.04193
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,GAZPROM PAO SPON ADR,5.60879
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,SURGUTNEFTEGAS PREFERENCE,3.16283
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,PKO BANK POLSKI SA,3.14679
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,TURKIYE GARANTI BANKASI,2.99611
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,ASSECO POLAND SA,2.91823
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,NOVATEK OAO SPONS GDR REG S,2.80572
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,MAGNIT PJSC,2.8
032012,法巴百利達新興歐洲股票基金 C (歐元),20160901,MOBILE TELESYSTEMS PJSC,2.59635
032022,法巴百利達德國股票基金C(美元),20160901,PROSIEBENSAT.1 MEDIA SE,4.09442
032022,法巴百利達德國股票基金C(美元),20160901,DAIMLER AG REGISTERED SHARES,4.07566
032022,法巴百利達德國股票基金C(美元),20160901,CONTINENTAL AG,4.00021
032022,法巴百利達德國股票基金C(美元),20160901,SIEMENS AG REG,3.99354
032022,法巴百利達德國股票基金C(美元),20160901,BAYER AG REG,3.9871
032022,法巴百利達德國股票基金C(美元),20160901,DEUTSCHE TELEKOM AG REG,3.94963
032022,法巴百利達德國股票基金C(美元),20160901,BEIERSDORF AG,3.9485
032022,法巴百利達德國股票基金C(美元),20160901,ALLIANZ SE REG,3.85319
032022,法巴百利達德國股票基金C(美元),20160901,HENKEL AG & CO KGAA VORZUG,3.67713
032022,法巴百利達德國股票基金C(美元),20160901,SAP SE,3.55781
032023,法巴百利達德國股票基金C(歐元),20160901,PROSIEBENSAT.1 MEDIA SE,4.09442
032023,法巴百利達德國股票基金C(歐元),20160901,DAIMLER AG REGISTERED SHARES,4.07566
032023,法巴百利達德國股票基金C(歐元),20160901,CONTINENTAL AG,4.00021
032023,法巴百利達德國股票基金C(歐元),20160901,SIEMENS AG REG,3.99354
032023,法巴百利達德國股票基金C(歐元),20160901,BAYER AG REG,3.9871
032023,法巴百利達德國股票基金C(歐元),20160901,DEUTSCHE TELEKOM AG REG,3.94963
032023,法巴百利達德國股票基金C(歐元),20160901,BEIERSDORF AG,3.9485
032023,法巴百利達德國股票基金C(歐元),20160901,ALLIANZ SE REG,3.85319
032023,法巴百利達德國股票基金C(歐元),20160901,HENKEL AG & CO KGAA VORZUG,3.67713
032023,法巴百利達德國股票基金C(歐元),20160901,SAP SE,3.55781
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BNP PARIBAS CAH INVEST PARTS I CAP,6.85055
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,CREDIT INDUS EONIACAP 0.36 03 04 2017 CD,6.37952
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,ING BANK NV EONIACAP 0.335 02 05 2017 CD,5.5277
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BNP PARIBAS FORTIS SA 0% 01 09 2017 CD,3.82857
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,CREDIT SUISSE AG LONDON 0% 02 06 2017 CD,3.40325
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BANQUE FEDER EONIACAP 0.36 03 04 2017 CD,3.40241
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BPCE SA EONIACAP 0.33 03 05 2017 CD,3.40149
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BANCO BILBAO VIZCAYA AR 0% 26 10 2016 CD,3.39869
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,BARCLAYS BAN EONIACAP 0.45 30 06 2017 CD,2.55235
032003,法巴百利達歐元貨幣市場基金 C (歐元),20160901,INTESA SANPAOLO S.P.A. 0% 26 01 2017 CD,2.55068
032090,法巴百利達歐元債券基金 C (歐元),20160901,ITALY BTPS 3.75% 13 01 05 2021,2.80034
032090,法巴百利達歐元債券基金 C (歐元),20160901,SPANISH GOVT 0.25% 15 30 04 2018,2.54124
032090,法巴百利達歐元債券基金 C (歐元),20160901,FRANCE O.A.T. 2.25% 12 25 10 2022,2.52355
032090,法巴百利達歐元債券基金 C (歐元),20160901,DEUTSCHLAND REP 1.5% 12 04 09 2022,2.36459
032090,法巴百利達歐元債券基金 C (歐元),20160901,ITALY BTPS 1.45% 15 15 09 2022,2.33111
032090,法巴百利達歐元債券基金 C (歐元),20160901,KFW 0.125% 15 01 06 2020,1.97719
032090,法巴百利達歐元債券基金 C (歐元),20160901,BNP PARIBAS OBLIPAR CI 3D PARTS CL 3 DEC,1.83633
032090,法巴百利達歐元債券基金 C (歐元),20160901,FRANCE O.A.T. 2.5% 14 25 05 2030,1.82102
032090,法巴百利達歐元債券基金 C (歐元),20160901,ITALY BTPS HYBRD 0% 07 01 08 2039,1.72164
032090,法巴百利達歐元債券基金 C (歐元),20160901,FRANCE O.A.T. 1.25% 16 25 05 2036,1.71936
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,ITALY BTPS 3.75% 13 01 05 2021,2.80034
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,SPANISH GOVT 0.25% 15 30 04 2018,2.54124
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,FRANCE O.A.T. 2.25% 12 25 10 2022,2.52355
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,DEUTSCHLAND REP 1.5% 12 04 09 2022,2.36459
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,ITALY BTPS 1.45% 15 15 09 2022,2.33111
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,KFW 0.125% 15 01 06 2020,1.97719
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,BNP PARIBAS OBLIPAR CI 3D PARTS CL 3 DEC,1.83633
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,FRANCE O.A.T. 2.5% 14 25 05 2030,1.82102
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,ITALY BTPS HYBRD 0% 07 01 08 2039,1.72164
032089,法巴百利達歐元債券基金/年配 (歐元),20160901,FRANCE O.A.T. 1.25% 16 25 05 2036,1.71936
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,MICRO FOCUS INTERNATIONAL,3.24022
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,INFORMA PLC,2.86327
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,IG GROUP HOLDINGS PLC,2.75695
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,KION GROUP AG,2.70494
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,HUHTAMAKI OYJ,2.69053
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,RECORDATI SPA,2.63511
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,SEB SA,2.63256
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,BANQUE CANTONALE VAUDOIS REG,2.56354
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,FABEGE AB,2.55383
032095,法巴百利達歐洲小型股票基金 C (歐元),20160901,PLASTIC OMNIUM,2.48798
032096,法巴百利達歐洲小型股票基金 RH(美元),20160901,MICRO FOCUS INTERNATIONAL,3.24022
