tejId,currentStatus,fundTongYiNumber,isinCode,fundChineseName,fundEnglishName,issueCompanyName,custodianInstitutionName,guaranteeAgencyName,generalAgentAbbreviation,issueInstitution,foundDate,enterDate,ipoDate,clearDate,clearDescription,fundScale,marketType,regionType,type,category,investTarget,revocationDate,couponMode,tejCategory,associationCategory,riskReturnLevel,registerPlace,otherCurrencyType,saleInsitution,fundLinkProduct,isMajorFund,majorFundId,isUmbrellaFund,umbrellaMember1,umbrellaMember2,totalIssueAmount,foundAsset,currencyType,txUnit,managementFeeUpperBoundPercent,managementFeeLowerBoundPercent,custodianFeeUpperBoundPercent,custodianFeeLowerBoundPercent,salesChargeUpperBoundPercent,salesChargeLowerBoundPercent,redemptionFee,beneficiacryMeetingFeeTenThousand,firstRedemptionDate,turnOpenDate,currentManagerA,exFund1OfManagerA,exFund2OfManagerA,currentManagerB,exFund1OfManagerB,exFund2OfManagerB,investTarget1,investTarget2,investTarget3,investTarget4,investTarget5,investTarget6,investTarget7,investTarget8,investTarget9,investTarget10,investTarget11,investTarget12,investTarget13,investTarget14,investTarget15,investTarget16,investTarget17,investTarget18,originalFundName,originalFoundDate,changeName1,changeNameDate1,changeName2,changeNameDate2,changeName3,changeNameDate3,changeName4,changeNameDate4,changeCodeDescription1,changeCodeDescription2,changeCodeDescription3
CI29 匯豐聚富積極平衡,Current,10341999,TW000T0434Y8,匯豐聚富平衡傘型證券投資信託基金之匯豐聚富積極平衡證券投資信託基金,HSBC Global Emerging Markets Balanced Fund-Aggressive Portfolio,匯豐中華證券投資信託,彰銀,,,,2008/09/22,2008/09/22,,2012/09/07,清算,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國投資型,跨國投資型,RR3,,,,,Y,CI29,Y,CI30  匯豐聚富穩健平衡,,-,"649,000",NTD,"1,000",1.6,0,0.24,0,2,0,50,100,,,賴安庭(2011/07/11到任),匯豐安富證券投資信託基金(2012/05/18~2013/06/16),匯豐聚富積極平衡證券投資信託基金(2011/07/11~2012/09/07),,,,本基金2 檔子基金均投資於中華民國及英、美、日、法、阿根廷等49個國家或地,區之有價證券；自成立日起屆滿六個月後，同時投資於股票、債券及其他固定收,益證券應達各該子基金淨資產價值70％；投資於國內外上市櫃公司股票、承銷股,票、存託憑證之總額，不得高於70％且不低於30％；投資外國有價證券之總金額,不得低於60％；投資於中華民國有價證券之總額及國內流動資產部位，合計不得,低於5％。,匯豐聚富積極平衡基金投資於新興市場國家或投資標的屬於新興市場國家之企業,或指數之股票、承銷股票、受益憑證、基金股份、投資單位、存託憑證總額，不,高於70％且不低於50％。,,,,,,,,,,匯豐聚富積極平衡,2008/09/22,,,,,,,,,,,
CI30 匯豐聚富穩健平衡,Current,10342012,TW000T0435Y5,匯豐聚富平衡傘型證券投資信託基金之匯豐聚富穩健平衡證券投資信託基金,HSBC Global Emerging Markets Balanced Fund-Conservative Portfolio,匯豐中華證券投資信託,合庫,,,,2008/09/22,2008/09/22,,2012/09/26,清算,,,,開放,"國內募集,投資國內外",股票+債券,,,跨國投資型,跨國投資型,RR3,,,,,Y,CI30,Y,CI29  匯豐聚富穩健平衡,,-,"1,138,000",NTD,"1,000",1.4,0,0.24,0,2,0,50,100,,,林經堯(2008/09/22到任),匯豐黃金及礦業股票型證券投資信託基金(2014/04/18~2015/06/30),匯豐新鑽動力證券投資信託基金(2009/07/01~2009/12/31),,,,本基金2 檔子基金均投資於中華民國及英、美、日、法、阿根廷等49個國家或地,區之有價證券；自成立日起屆滿六個月後，同時投資於股票、債券及其他固定收,益證券應達各該子基金淨資產價值70％；投資於國內外上市櫃公司股票、承銷股,票、存託憑證之總額，不得高於70％且不低於30％；投資外國有價證券之總金額,不得低於60％；投資於中華民國有價證券之總額及國內流動資產部位，合計不得,低於5％。,匯豐聚富穩健平衡基金投資於新興市場國家或投資標的屬於新興市場國家之企業,或指數之股票、承銷股票、受益憑證、基金股份、投資單位、存託憑證總額，不,高於70％且不低於30％；另投資於債券總額不高於70％且不低於50％。,,,,,,,,,,匯豐聚富穩健平衡,2008/09/22,,,,,,,,,,,
CI45 匯豐亞exJP多息平,Current,,,匯豐亞太(不含日本)多元資產入息平衡證券投資信託基金,HSBC Global Balanced Fund,匯豐中華證券投資信託,,,,,,,,,,,,,開放,"國內募集,投資國內外",股票+債券,,,,,,,,,,Y,CI45,N,,,-,0,NTD,"1,000",0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,匯豐亞太exJP多資產息平衡,2016/06/27,,,,,,,,,,,
CP01 保誠威鋒,Current,01032091,,保誠威鋒證券投資信託基金,PCA Aggressive Growth Fund,瀚亞證券投資信託,中信局,,,,1994/03/22,1994/03/22,,2002/02/22,被併入 T0708Y  瀚亞菁華,,,,開放,"國內募集,投資國內",股票,,,開放式一般型,開放式一般型,,,,,,Y,CP01,N,,,-,"764,310",NTD,"1,000",1.5,1.2,0.14,0.12,1.5,1,50,56,,,廖國峰(2002/02/01到任),瀚亞掌櫃證券投資信託基金(2006/07/01~2006/12/31),瀚亞電通網證券投資信託基金(2006/05/05~2006/06/30),,,,台灣上市股票、公司債、公債、金融債券等。,,,,,,,,,,,,,,,,,,京華威鋒基金,1994/03/22,保誠威鋒,2001/01/30,,,,,,,,,
CP02 保誠威鋒二號,Current,01033325,,保誠威鋒二號證券投資信託基金,PCA Bond Fund,瀚亞證券投資信託,一銀,,,,1994/09/02,1994/09/02,,2007/05/07,被併入 T0712Y  瀚亞威寶貨幣市場基金,,,,開放,"國內募集,投資國內",債券,,,類貨幣市場,類貨幣市場,,,,,,Y,CP02,N,,,-,"266,690",NTD,"1,000",0.1,0,0.08,0,0,0,50,50,,,施宜君(2006/06/01到任),瀚亞亞太豐收平衡基金 B－人民幣計價(2014/11/17~2015/01/31),瀚亞亞太豐收平衡基金 A－人民幣計價(2014/11/17~2015/01/31),,,,"台灣之債券 (股票不得超過淨資產30% , 收益型)。",本基金為債券型開放式基金，經理公司應以分散風險、確保基金之安全及維持收,益之安定為目標。其投資之範圍主要為台灣境內之政府公債、公司債、可轉換公,司債、金融債券、經證期會核准或申報生效公開招募之受益證券或資產基礎證券,或經證期會核准之投資項目。,本基金自95年09月12日起改依類貨幣市場基金之規範投資，即1.投資於買賣斷債,券金額將維持在基金淨資產價值之30％以下；2.基金持債部位（不含RP）之加權,平均存續基間則維持在3 年以下；3.自95年起所新購入之每一債券剩餘到期日將,在5 年以內。,,,,,,,,,,京華威鋒二號基金,1994/09/02,保誠威鋒二號,2001/01/30,,,,,,,,,
CP05 保誠獨特,Current,92029216,,保誠獨特證券投資信託基金,PCA Unique Fund,瀚亞證券投資信託,兆豐商銀,,,,1996/01/15,1996/01/15,,2007/11/02,被併入 T0712Y  瀚亞威寶貨幣市場基金,,,,開放,"國內募集,投資國內",債券,,,類貨幣市場,類貨幣市場,,,,,,Y,CP05,N,,,-,"230,000",NTD,"1,000",0.12,0,0.05,0,0,0,50,30,,,施宜君(2006/01/01到任),瀚亞亞太豐收平衡基金 B－人民幣計價(2014/11/17~2015/01/31),瀚亞亞太豐收平衡基金 A－人民幣計價(2014/11/17~2015/01/31),,,,台灣之債券。,本基金為債券型開放式基金，經理公司應以分散風險、確保基金之安全及維持收,益之安定為目標。其投資之範圍主要為台灣境內之政府公債、公司債（不含可轉,換公司債）或金融債券。,本基金自95年06月30日起改依類貨幣市場基金之規範投資，即,1.投資於買賣斷債券金額將維持在基金淨資產價值之30％以下；,2.基金持債部位（不含RP）之加權平均存續基間則維持在3 年以下；,3.自95年起所新購入之每一債券剩餘到期日將在5 年以內。,,,,,,,,,,,京華獨特基金,1996/01/15,保誠獨特,2001/01/30,,,,,,,,,
CP06 瀚亞掌櫃,Current,97978102,TW000T0707Y7,瀚亞掌櫃證券投資信託基金,Eastspring Investments OTC Fund,瀚亞證券投資信託,彰銀,,,,1996/05/17,1996/05/20,,2013/09/27,被併入 T0711Y  瀚亞中小型股,,,,開放,"國內募集,投資國內",股票,,,上櫃股票型,上櫃股票型,RR5,,,,,Y,CP06,N,,,-,"200,000",NTD,"1,000",1.6,0,0.13,0,4,2,50,50,,,廖偉至(2011/10/21到任),瀚亞掌櫃證券投資信託基金(2011/10/21~2013/09/27),瀚亞理財通證券投資信託基金(2011/09/24~2012/02/13),,,,台灣上市櫃股票、公司債等；投資非上櫃股票總金額不得超過淨資產50% ，投資,上櫃股票總金額不得超過淨資產95% 。,投資之範圍主要為中華民國境內之上市櫃股票、承銷股票、上市受益憑證、政府,公債、公司債、可轉換公司債或金融債券。經理公司並應依下列規定進行投資：,1.本基金投資於非上櫃公司股票之總金額，不得超過本基金淨資產價值之50％（,含本數）。,2.本基金投資於上櫃公司股票之總金額，不得超過本基金淨資產價值之95％（含,本數）。,3.本基金投資於上市櫃股票（含承銷股票）之總額不低於本基金淨資產價值之70,％。,4.但依經理公司之專業判斷，在特殊情形下，為分散風險、確保基金安全之目的,，得不受前述第3 款所訂之投資比例限制。所謂特殊情形，係指本基金信託契約,終止前一個月，或證券交易所或證券櫃檯中心發布之發行量加權股價指數有下列,情形之一起，迄恢復正常後一個月止：,(1) 最近六個營業日（不含當日）股價指數累計漲幅或跌幅達10％以上（含本數,）。,(2) 最近三十個營業日（不含當日）股價指數累計漲幅或跌幅達20％以上（含本,數）。,京華掌櫃基金,1996/05/17,保誠掌櫃,2001/01/30,瀚亞掌櫃,2012/02/14,,,,,,,
CP08 保誠金融,Current,20081796,,保誠金融證券投資信託基金,PCA Financial Fund,瀚亞證券投資信託,聯邦銀,,,,1997/03/01,1997/03/03,,2002/01/18,被併入 CP06    瀚亞掌櫃,,,,開放,"國內募集,投資國內",股票,,,開放式特殊類,開放式特殊類,,,,,,Y,CP08,N,,,-,"3,000,000",NTD,"1,000",1.6,0,0.15,0,1.5,0.5,50,50,,,林翠萍(1965生)(2001/10/01到任),未來資產全球大消費基金(2013/06/24~2014/11/11),未來資產亞洲新富基金(2011/11/04~2014/11/11),,,,台灣上市櫃股票、承銷股票、受益憑證、公司債等基金成立後投資上市櫃股票總,額應占淨資產60% ；投資金融保險證券票券等上市櫃股票總額應占淨資產60% 。,,,,,,,,,,,,,,,,,京華金融基金,1997/03/01,保誠金融,2001/01/30,,,,,,,,,
CP09 保誠亞太3C,Current,81581219,,保誠亞太三喜證券投資信託基金,PCA Asia Pacific 3C Fund,瀚亞證券投資信託,中信銀,,,,1997/10/29,1997/10/31,,2008/12/11,被併入 T0727Y  瀚亞亞太高股息 A,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,,,,,,Y,CP09,N,,,-,"3,900,000",NTD,"1,000",1.74,0,0.26,0,4,0.4,50,50,,,李士(2008/07/01到任),瀚亞印度證券投資信託基金(2008/07/01~2009/03/31),保誠亞太三喜證券投資信託基金(2008/07/01~2008/12/11),,,,亞洲之股票 (投資範圍為日、韓、港、星、馬、泰及台灣投資台灣有價證券總金,額第 1年最高不得超過淨資產20% 第 2年超最高不得超過淨資產30% ；投資任一,國家有價證券總金額不得低於基金淨資產 5% ；投資電腦資訊應用科技等事業上,市櫃股票比例不得低於淨資產70%.,,,,,,,,,,,,,,,京華亞太3C基金,1997/10/29,保誠亞太3C,2001/01/30,,,,,,,,,
CP11 保誠台資概念,Current,19328687,,保誠台資概念證券投資信託基金,PCA China Trust Fund,瀚亞證券投資信託,聯邦銀,,,,1999/04/13,1999/04/14,,2001/10/16,清算,,,,開放,"國內募集,投資國內",股票,,,開放式特殊類,開放式特殊類,,,,,,Y,CP11,N,,,-,"600,000",NTD,"1,000",1.6,0,0.15,0,1.5,0.4,50,50,,,吳建德(2001/07/19到任),保誠台資概念證券投資信託基金(2001/07/19~2001/10/16),,,,,以在亞洲地區有轉投資事業之台灣上市櫃公司股票等；投資上市櫃股票總額不得,低於淨資產70％且投資在亞洲地區轉投資上市櫃股票應佔淨資產60％。亞洲地區,轉投資係指轉投資亞洲地區金額達 2億以上者或投資金額達公司淨值3%以上者之,台灣上市櫃公司。,為避險需要從事證券相關商品之交易。,,,,,,,,,,,,,,京華中國,1998/12/04,京華台資概念基金,1999/04/13,保誠台資概念,2001/01/30,,,,,,,
CP18 保誠運籌人生,Current,98669625,,保誠運籌人生證券投資信託基金,PCA Unit-Link Fund,瀚亞證券投資信託,中信銀,,,,2003/06/27,2003/07/01,,2006/05/12,清算,,,,開放,"國內募集,投資國內",基金,,,組合型,組合型,,,,,,Y,CP18,N,,,-,"2,300,000",NTD,"1,000",0.5,0,0.05,0,1,0.1,50,100,,,商大為(2005/10/01到任),瀚亞亞太不動產證券化基金B 類型(2006/12/26~2007/04/30),瀚亞亞太不動產證券化基金A 類型(2006/12/26~2007/04/30),,,,"投資國內投信發行基金, 至少投資 5個子基金。",,,,,,,,,,,,,,,,,,保誠運籌人生,2003/06/27,,,,,,,,,,,
CP19 保誠理財通二號,Current,99033502,,保誠理財通二號證券投資信託基金,PCA Balance Fund II,瀚亞證券投資信託,一銀,,,,2003/10/03,2003/10/08,,2010/04/30,被併入 T0717Y  瀚亞理財通,,,,開放,"國內募集,投資國內",股票+債券,,,平衡--一般股票型,平衡--一般股票型,,,,,,Y,CP19,N,,,-,"5,000,000",NTD,"1,000",1.2,0,0.12,0,1.5,0.4,50,100,,,邱怡芬(2010/01/01到任),匯豐安富證券投資信託基金(2013/06/17~2013/10/13),匯豐龍鳳證券投資信託基金(2012/05/01~2016/01/10),,,,"台灣上市櫃股票, 承銷股票, 台灣存託憑證, 上市受益憑證, 公債, 公司債 (含","無擔保公司債, 上市櫃之次順位公司債) 可轉換公司債 (含承銷中可轉換公司債",") 上市櫃債券換股權利證書, 金融債券 (含上市櫃次順位金融債券) 及其他經財",政部核准於國內募集發行之國際金融組織債券及經證期會核准或申生效公開招募,"之受益證券或資產基礎證券, 投資於股票總額, 每季平均不超過淨資產價值70%",(含本數) 且不低於淨資產價值10%(含本數) 。,,,,,,,,,,,,,保誠理財通二號,2003/10/03,,,,,,,,,,,
CP20 保誠理財通三號,Current,99360224,,保誠理財通三號證券投資信託基金,PCA Balance Fund III,瀚亞證券投資信託,台北富邦,,,,2004/03/17,2004/03/18,,2011/07/08,被併入 T0717Y  瀚亞理財通,,,,開放,"國內募集,投資國內",股票+債券,,,平衡--一般股票型,平衡--一般股票型,,,,,,Y,CP20,N,,,-,"7,600,000",NTD,"1,000",1.2,0,0.12,0,4,0.4,50,100,,,邱怡芬(2010/11/03到任),匯豐安富證券投資信託基金(2013/06/17~2013/10/13),匯豐龍鳳證券投資信託基金(2012/05/01~2016/01/10),,,,該基金投資台灣境內上市櫃公司股票、承銷股票、存託憑證、上市受益憑證 (含,指數股票型基金受益憑證)、 公債、公司債 (含無擔保公司債、上市櫃次順位公,司債) 、可轉換公司債 (含承銷中可轉換公司債) 、附認股權公司債、上市櫃債,券換股權利證書、金融債券 (含上市櫃次順位金融債券) 、其他經財政部核准於,國內募集發行國際金融組織債券、依金融資產證券化條例經證期會核准或申報生,效公開招募受益證券或資產基礎證券及依不動產證券化條例經財政部核准募集封,閉型不動產投資信託基金受益證券或不動產資產信託受益證券。該基金自成立起,三個月後，投資於台灣境內上市櫃股票、承銷股票、上市櫃債券換股權利證書、,存託憑證、上市受益憑證 (含指數股票型基金) 總，每季平均不得超過該基金淨,資產價值 70%(含)，且低於基金淨資產價值10% (含)。,,,,,,,,,保誠理財通三號,2004/03/17,,,,,,,,,,,
CP23 保誠美元短期債券,Current,48685662,,保誠美元短期債券證券投資信託基金,PCA Short Duration USD Bond Fund,瀚亞證券投資信託,上海銀,,,,2005/11/16,2005/11/16,,2007/04/20,清算,,,,開放,"國內募集,投資國內外",債券,,,海外債券型,海外債券型,,,,,,Y,CP23,N,,,-,"5,200,000",NTD,"1,000",0.5,0,0.15,0,2,0.4,50,100,,,林俊賢(2005/11/16到任),富邦農糧精選證券投資信託基金(2011/04/25~2013/04/29),新光全球高股息基金 B類型(2010/11/01~2011/04/30),,,,本基金投資於台灣境內交易之公債、公司債（含無擔保公司債、上市櫃次順位公,司債）、金融債券（含上市櫃次順位金融債券）、經金管會核准於國內募集發行,之國際金融組織債券、依金融資產證券化條例經金管會核准或申報生效公開招募,之受益證券或資產基礎證券，及外國以美元計價之債券，包括美洲、歐洲與亞洲,等主要經濟體之債券，上述債券應符合經Standard & Poor's Corporation 評定,，債務發行評等達BBB 級（含）以上；經Moody's Service 評定，債務發行評等,達Baa2級（含）以上；經Fitch Ratings Ltd.評定，債務發行評等達BBB 級（含,）以上之信用評等規定，由國家或機構所保證或發行之債券，並應符合金管會之,限制或禁止規定。,原則上，本基金自成立之日起屆滿三個月後，投資組合之加權平均存續期間（du,ration）為一年以上，三年以內；自成立之日起屆滿六個月後，投資於美元計價,之債券總金額，不低於基金淨資產價值之60％（含），且最高不得超過本基金淨,資產價值95％（含）。,,,,,,保誠美國短天期債券基金,2005/08/17,保誠美元短期債券,2005/11/16,,,,,,,,,
CP2404 瀚亞亞太高股息AA,Current,,,瀚亞亞太高股息證券投資信託基金－ A類型澳幣,Eastspring Investments Asia-Pacific High Yield Equity Fund A－AUD,瀚亞證券投資信託,中信銀,,,,,,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,RR4,,,,,N,T0727Y,N,,,-,0,AUD,"1,000",1.75,0,0.3,0,4,2,50,100,,,張正鼎(2013/10/14到任),摩根亞洲證券投資信託基金(2013/05/08~2013/07/24),摩根摩根金龍收成證券投資信託基金(2013/05/08~2013/07/24),,,,本基金投資於台灣境內之上市櫃股票、承銷股票、受益憑證、台灣存託憑證、政,府公債、公司債（含無擔保公司債、上市櫃次順位公司債）、金融債券（含上市,櫃次順位金融債券）、經金管會核准於國內募集發行之國際金融組織債券、依金,融資產證券化條例經金管會核准或申報生效公開招募之受益證券或資產基礎證券,及經金管會核准於國內依不動產證券化條例募集之封閉型不動產投資信託基金受,益證券或不動產資產信託受益證券；及亞太地區（含澳洲，紐西蘭，香港，韓國,，馬來西亞，新加坡，泰國，印度，印尼，菲律賓，巴基斯坦，越南）等國或地,區證券集中交易市場及韓國店頭市場（KOSDAQ）交易之股票（含承銷股票）、受,益憑證、基金股份、投資單位或存託憑證 （Depositary Receipts）。,"本基金自成立之日起屆滿六個月後,投資於外國有價證券之總額,不得超過本基金",淨資產價值95％，亦不得低於60％；投資於國內外之股票總額，不得低於70％，,其中投資於高股息股票不得低於60％，且其投資組合股利率（即股息／股價）應,高於市場平均水準。,,,,,,瀚亞亞太高股息AA,2014/10/13,,,,,,,,,,,
CP2405 瀚亞亞太高股息BA,Current,,,瀚亞亞太高股息證券投資信託基金－ B類型澳幣,Eastspring Investments Asia-Pacific High Yield Equity Fund B－AUD,瀚亞證券投資信託,中信銀,,,,,,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,RR4,,,,,N,T0727Y,N,,,-,0,AUD,"1,000",1.75,0,0.3,0,4,2,50,100,,,張正鼎(2013/10/14到任),摩根亞洲證券投資信託基金(2013/05/08~2013/07/24),摩根摩根金龍收成證券投資信託基金(2013/05/08~2013/07/24),,,,本基金投資於台灣境內之上市櫃股票、承銷股票、受益憑證、台灣存託憑證、政,府公債、公司債（含無擔保公司債、上市櫃次順位公司債）、金融債券（含上市,櫃次順位金融債券）、經金管會核准於國內募集發行之國際金融組織債券、依金,融資產證券化條例經金管會核准或申報生效公開招募之受益證券或資產基礎證券,及經金管會核准於國內依不動產證券化條例募集之封閉型不動產投資信託基金受,益證券或不動產資產信託受益證券；及亞太地區（含澳洲，紐西蘭，香港，韓國,，馬來西亞，新加坡，泰國，印度，印尼，菲律賓，巴基斯坦，越南）等國或地,區證券集中交易市場及韓國店頭市場（KOSDAQ）交易之股票（含承銷股票）、受,益憑證、基金股份、投資單位或存託憑證 （Depositary Receipts）。,"本基金自成立之日起屆滿六個月後,投資於外國有價證券之總額,不得超過本基金",淨資產價值95％，亦不得低於60％；投資於國內外之股票總額，不得低於70％，,其中投資於高股息股票不得低於60％，且其投資組合股利率（即股息／股價）應,高於市場平均水準。,,,,,,瀚亞亞太高股息BA,2014/10/13,,,,,,,,,,,
CP2406 瀚亞亞太高股息AZ,Current,,,瀚亞亞太高股息證券投資信託基金－ A類型南非幣,Eastspring Investments Asia-Pacific High Yield Equity Fund A－ZAR,瀚亞證券投資信託,中信銀,,,,,,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,RR4,,,,,N,T0727Y,N,,,-,0,RAND,"1,000",1.75,0,0.3,0,4,2,50,100,,,張正鼎(2013/10/14到任),摩根亞洲證券投資信託基金(2013/05/08~2013/07/24),摩根摩根金龍收成證券投資信託基金(2013/05/08~2013/07/24),,,,本基金投資於台灣境內之上市櫃股票、承銷股票、受益憑證、台灣存託憑證、政,府公債、公司債（含無擔保公司債、上市櫃次順位公司債）、金融債券（含上市,櫃次順位金融債券）、經金管會核准於國內募集發行之國際金融組織債券、依金,融資產證券化條例經金管會核准或申報生效公開招募之受益證券或資產基礎證券,及經金管會核准於國內依不動產證券化條例募集之封閉型不動產投資信託基金受,益證券或不動產資產信託受益證券；及亞太地區（含澳洲，紐西蘭，香港，韓國,，馬來西亞，新加坡，泰國，印度，印尼，菲律賓，巴基斯坦，越南）等國或地,區證券集中交易市場及韓國店頭市場（KOSDAQ）交易之股票（含承銷股票）、受,益憑證、基金股份、投資單位或存託憑證 （Depositary Receipts）。,"本基金自成立之日起屆滿六個月後,投資於外國有價證券之總額,不得超過本基金",淨資產價值95％，亦不得低於60％；投資於國內外之股票總額，不得低於70％，,其中投資於高股息股票不得低於60％，且其投資組合股利率（即股息／股價）應,高於市場平均水準。,,,,,,瀚亞亞太高股息AZ,2014/10/13,,,,,,,,,,,
CP2407 瀚亞亞太高股息BZ,Current,,,瀚亞亞太高股息證券投資信託基金－ B類型南非幣,Eastspring Investments Asia-Pacific High Yield Equity Fund B－ZAR,瀚亞證券投資信託,中信銀,,,,,,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國投資--亞洲,跨國投資--亞洲,RR4,,,,,N,T0727Y,N,,,-,0,RAND,"1,000",1.75,0,0.3,0,4,2,50,100,,,張正鼎(2013/10/14到任),摩根亞洲證券投資信託基金(2013/05/08~2013/07/24),摩根摩根金龍收成證券投資信託基金(2013/05/08~2013/07/24),,,,本基金投資於台灣境內之上市櫃股票、承銷股票、受益憑證、台灣存託憑證、政,府公債、公司債（含無擔保公司債、上市櫃次順位公司債）、金融債券（含上市,櫃次順位金融債券）、經金管會核准於國內募集發行之國際金融組織債券、依金,融資產證券化條例經金管會核准或申報生效公開招募之受益證券或資產基礎證券,及經金管會核准於國內依不動產證券化條例募集之封閉型不動產投資信託基金受,益證券或不動產資產信託受益證券；及亞太地區（含澳洲，紐西蘭，香港，韓國,，馬來西亞，新加坡，泰國，印度，印尼，菲律賓，巴基斯坦，越南）等國或地,區證券集中交易市場及韓國店頭市場（KOSDAQ）交易之股票（含承銷股票）、受,益憑證、基金股份、投資單位或存託憑證 （Depositary Receipts）。,"本基金自成立之日起屆滿六個月後,投資於外國有價證券之總額,不得超過本基金",淨資產價值95％，亦不得低於60％；投資於國內外之股票總額，不得低於70％，,其中投資於高股息股票不得低於60％，且其投資組合股利率（即股息／股價）應,高於市場平均水準。,,,,,,瀚亞亞太高股息BZ,2014/10/13,,,,,,,,,,,
CP3501 瀚亞中國 USD,Current,,,瀚亞中國證券投資信託基金－美元計價,Eastspring Investments China Fund-USD,瀚亞證券投資信託,永豐銀行,,,,,,,,,,,,開放,"國內募集,投資國內外",股票,,,跨國--大中華區,跨國--大中華區,RR5,,,,,N,T0739Y,N,,,-,0,USD,"1,000",1.8,0,0.26,0,3,1.5,50,100,,,林元平(2011/10/11到任),瀚亞中國基金 CNY(2011/10/11~2016/01/26),瀚亞美國高科技證券投資信託基金(2012/07/11~2014/06/17),,,,基金投資於國內外有價證券。原則上，本基金自成立日起 6個月後，投資於國內,外股票(含承銷股票)及存託憑證之總額不低於本基金淨資產價值之 70%(含)；投,資於外國有價證券之總額不得低於本基金淨資產價值之 60%(含)且投資於中國大,陸或香港上市或上櫃公司股票、承銷股票、存託憑證及中國大陸或香港企業所發,行而於其他國家或地區證券交易市場掛牌交易之上市或上櫃公司股票、承銷股票,、存託憑證總金額，不得低於本基金淨資產價值之60%(含)。,,,,,,,,,,,,,瀚亞中國基金 USD,2012/02/14,,,,,,,,,,,
CP36 瀚亞新亞貨幣債 A,Current,31835499A,TW000T0740A8,瀚亞新興亞洲當地貨幣債券證券投資信託基金 A類型,Eastspring Investments Emerging Asian Local Fixed Income Fund A,瀚亞證券投資信託,中信銀,,,,2012/06/26,2012/06/28,,2015/08/14,清算,,,,開放,"國內募集,投資國內外",債券,,,投資債--新興亞洲,投資債--新興亞洲,RR3,,,,,Y,CP36,N,,,-,"2,138,975",NTD,"1,000",1.6,0,0.23,0,3,1.5,50,100,,,陳姿瑾(2014/09/15到任),瀚亞亞太豐收平衡基金 B－人民幣計價(2015/02/01~2015/11/15),瀚亞亞太豐收平衡基金 A－人民幣計價(2015/02/01~2015/11/15),,,,該基金主要投資於亞洲地區新興市場當地貨幣計價之債券。該基金自成立日起六,個月後，投資於外國有價證券之總額不得低於本基金淨資產價值之60％(含)；投,資於亞洲地區新興市場之國家或機構所保證或發行之當地貨幣計價債券之總金額,不得低於本基金淨資產價值之60％(含)，且投資於該等新興市場國家之高收益債,券總金額不得超過本基金淨資產價值之40％。,,,,,,,,,,,,,,瀚亞新亞洲當地貨幣債券 A,2012/06/26,,,,,,,,,,,
CP37 瀚亞新亞貨幣債 B,Current,31835499B,TW000T0740B6,瀚亞新興亞洲當地貨幣債券證券投資信託基金 B類型,Eastspring Investments Emerging Asian Local Fixed Income Fund B,瀚亞證券投資信託,中信銀,,,,2012/06/26,2012/06/28,,2015/08/14,清算,,,,開放,"國內募集,投資國內外",債券,,,投資債--新興亞洲,投資債--新興亞洲,RR3,,,,,N,CP36,N,,,-,"1,759,020",NTD,"1,000",1.6,0,0.23,0,3,1.5,50,100,,,陳姿瑾(2014/09/15到任),瀚亞亞太豐收平衡基金 B－人民幣計價(2015/02/01~2015/11/15),瀚亞亞太豐收平衡基金 A－人民幣計價(2015/02/01~2015/11/15),,,,該基金主要投資於亞洲地區新興市場當地貨幣計價之債券。該基金自成立日起六,個月後，投資於外國有價證券之總額不得低於本基金淨資產價值之60％(含)；投,資於亞洲地區新興市場之國家或機構所保證或發行之當地貨幣計價債券之總金額,不得低於本基金淨資產價值之60％(含)，且投資於該等新興市場國家之高收益債,券總金額不得超過本基金淨資產價值之40％。,,,,,,,,,,,,,,瀚亞新亞洲當地貨幣債券 B,2012/06/26,,,,,,,,,,,
CP4001 瀚亞南非債A-USD,Current,,,瀚亞新興南非蘭特債券證券投資信託基金 A類型美元計價,Eastspring Investments South Africa Fixed Income Fund A-USD,瀚亞證券投資信託,兆豐商銀,,,,,,,,,,,,開放,"國內募集,投資國內外",債券,,,投資債--全球新興,投資債--全球新興,,,,,,N,T0746A,N,,,-,0,USD,"1,000",1.6,0,0.19,0,3,0,50,100,,,陳姿瑾(2013/11/14到任),瀚亞亞太豐收平衡基金 B－人民幣計價(2015/02/01~2015/11/15),瀚亞亞太豐收平衡基金 A－人民幣計價(2015/02/01~2015/11/15),,,,本基金主要投資於國外有價證券。本基金於成立日起 6個月（含）後，投資於外,國有價證券之總金額不得低於本基金淨資產價值之60％（含）；投資於南非債券,之總金額不得低於本基金淨資產價值之60％（含）。本基金得投資高收益債券，,惟投資之高收益債券以新興市場國家之債券為限，且投資總金額不得超過本基金,淨資產價值之40％。,,,,,,,,,,,,,,瀚亞新興南非債A-USD,2013/11/14,,,,,,,,,,,
