基金代碼,基金名稱,風險等級,基金組別,股票%,債券%,現金%,其他%,大型%,中型%,小型%,市值(百萬美元),晨星評級
1323,聯博印度成長基金A,5,印度股票,1.00000,0.00000,0.00000,0.00000,25.41951,22.44411,3.97019,8522.15052,2
1324,聯博中國時機基金,5,中國股票,1.00000,0.00000,0.00000,0.00000,19.70101,12.04721,0.49287,25642.90266,3
1325,聯博新興市場債券A2,3,全球新興市場債券,0.00000,0.99095,0.00495,0.00410,None,None,None,None,4
1326,聯博新興市場債券AT,3,全球新興市場債券,0.00000,0.99095,0.00495,0.00410,None,None,None,None,4
1327,聯博日本策略價值日幣,4,日本大型股票,1.00000,0.00000,0.00000,0.00000,32.78725,20.13437,0.00000,1630428.70560,2
1328,聯博歐洲收益基金A2,3,歐元債券 - 靈活策略,0.00250,0.96381,0.00147,0.03222,None,None,None,None,4
1329,聯博歐洲收益基金AT,3,歐元債券 - 靈活策略,0.00250,0.96381,0.00147,0.03222,None,None,None,None,4
1330,聯博前瞻主題基金,4,全球大型增長型股票,1.00000,0.00000,0.00000,0.00000,37.97070,20.00455,3.49443,26625.33400,2
1331,聯博全高收益債AT歐,3,全球高收益債券 - 歐元對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,2
1332,聯博全高收益債A2歐,3,全球高收益債券 - 歐元對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,2
1333,聯博美國收益基金ＡT,3,其他債券,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1334,聯博新興市場成長基金,5,全球新興市場股票 - 貨幣對沖,0.98589,0.00000,0.00000,0.01411,11.61689,12.65667,0.51373,27963.80333,None
1335,聯博全高收益債AT澳,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1336,聯博亞洲股票A股澳,5,亞洲不包括日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,None
1337,聯博亞洲股票AD澳配,5,亞洲不包括日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,None
1338,聯博新興市場價值美元,5,全球新興市場股票,0.99953,0.00000,0.00000,0.00047,36.39370,16.19714,1.19842,12640.08829,2
1339,聯博新興市場價值歐元,5,全球新興市場股票,0.99953,0.00000,0.00000,0.00047,36.39370,16.19714,1.19842,12640.08829,2
1340,聯博亞洲股票A股美,5,亞洲不包括日本股票,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,2
1341,聯博亞洲股票AD美配,5,亞洲不包括日本股票,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,2
1342,聯博亞洲股票A股歐,5,亞洲不包括日本股票,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,2
1343,聯博亞洲股票AD歐配,5,亞洲不包括日本股票,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,2
1344,聯博日本策略價值美A,4,日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,32.78725,20.13437,0.00000,1630428.70560,None
1345,聯博美國收益AT紐幣,3,其他債券,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1346,聯博全高收益債AT紐,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1347,聯博日本策略ＡＤ美配,4,日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,32.78725,20.13437,0.00000,1630428.70560,None
1348,聯博全高收益債AA美,3,全球高收益債券,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1349,聯博全高收益債AA澳,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1350,聯博美國收益ＡＡ穩美,3,美元債券 - 靈活策略,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1351,聯博美國收益ＡＡ穩澳,3,其他債券,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1352,聯博全高收益債AA南,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1353,聯博新興市場債ＡＡ美,3,全球新興市場債券,0.00000,0.99095,0.00495,0.00410,None,None,None,None,None
1354,聯博新興市場債ＡＡ澳,3,其他債券,0.00000,0.99095,0.00495,0.00410,None,None,None,None,None
1355,聯博新興市場債ＡＡ南,3,其他債券,0.00000,0.99095,0.00495,0.00410,None,None,None,None,None
1356,聯博亞洲股票AD南配,5,亞洲不包括日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,28.61324,13.82311,0.00000,14212.38676,None
1357,聯博中國時機ＡＤ南配,5,亞洲不包括日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,19.70101,12.04721,0.49287,25642.90266,None
1358,聯博歐洲收益ＡＡ穩定,3,其他債券,0.00250,0.96381,0.00147,0.03222,None,None,None,None,None
1359,聯博歐洲價值ＡＤ美配,4,歐洲股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,30.97589,22.42146,3.81810,20442.06928,None
1360,聯博歐洲價值ＡＤ澳配,4,歐洲股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,30.97589,22.42146,3.81810,20442.06928,None
1361,聯博中國時機ＡＤ澳配,5,亞洲不包括日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,19.70101,12.04721,0.49287,25642.90266,None
1362,聯博全球價值ＡＤ美配,3,全球大型價值型股票,1.00000,0.00000,0.00000,0.00000,39.43146,17.90364,2.92397,31122.64745,None
1363,聯博全球價值ＡＤ歐避,3,全球股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,39.43146,17.90364,2.92397,31122.64745,None
1364,聯博全球價值ＡＤ澳避,3,全球股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,39.43146,17.90364,2.92397,31122.64745,None
1365,聯博全球價值ＡＤ南避,3,全球股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,39.43146,17.90364,2.92397,31122.64745,None
1366,聯博美國成長ＡＤ美配,4,美國大型增長型股票,1.00000,0.00000,0.00000,0.00000,32.08289,18.28875,1.58771,55453.97267,None
1367,聯博美國成長ＡＤ澳配,4,美國股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,32.08289,18.28875,1.58771,55453.97267,None
1368,聯博美國成長ＡＤ南配,4,美國股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,32.08289,18.28875,1.58771,55453.97267,None
1381,聯博全高收益ＢＡ美配,3,全球高收益債券,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1382,聯博全高收益ＢＡ澳配,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1383,聯博美國收益ＢＡ美配,3,美元債券 - 靈活策略,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1384,聯博美國收益ＢＡ澳配,3,其他債券,0.00084,0.98431,0.00000,0.01485,None,None,None,None,None
1385,聯博日本策略ＢＤ美配,4,日本股票 - 貨幣對沖,1.00000,0.00000,0.00000,0.00000,32.78725,20.13437,0.00000,1630428.70560,None
1386,聯博全高收益ＢＡ南配,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1387,聯博全高收益ＢＴ美配,3,全球高收益債券,0.00302,0.84721,0.11530,0.03447,None,None,None,None,3
1388,聯博全高收益ＢＴ澳配,3,高收益債券 - 其他對沖,0.00302,0.84721,0.11530,0.03447,None,None,None,None,None
1401,安聯全球股票基金,3,全球大型增長型股票,0.96013,0.00000,0.03968,0.00019,30.01443,14.48282,1.25988,38424.45927,3
1404,安聯全球生物科技基金,4,產業股票 - 生物科技,0.90808,0.00000,0.09170,0.00022,27.61822,18.52366,8.31626,21678.69066,2
1405,安聯全球資源基金,4,產業股票 - 天然資源,0.99460,0.00000,0.00540,0.00000,34.61568,31.01991,4.23201,11640.36022,1
1407,安聯國際債券基金,2,全球債券,0.00000,0.96790,0.00524,0.02686,None,None,None,None,4
1408,安聯歐洲債券基金,2,歐洲債券,0.00000,0.94491,0.03430,0.02079,None,None,None,None,4
1414,安聯歐洲基金,4,歐洲大型均衡型股票,0.96870,0.00388,0.02480,0.00263,27.42411,10.95213,1.63186,33806.59898,4
1415,安聯歐洲成長基金,4,歐洲大型增長型股票,0.99278,0.00000,0.00722,0.00000,33.44196,8.25140,1.74203,30958.31821,4
1417,安聯德利德國基金,4,德國大型股票,0.98703,0.00000,0.00136,0.01161,31.05601,17.46808,4.64926,17233.83388,4
1501,柏瑞日本小型公司股票,5,日本中小型股票,0.96266,0.00000,0.03868,-0.00134,2.84439,34.70809,42.50314,693.02695,4
1502,柏瑞歐洲小型公司股票,5,歐洲小型股票,0.97704,0.00000,0.02394,-0.00098,0.00000,64.31560,33.38859,2220.69924,2
1505,柏瑞日本小型Ａ３JPY,5,日本中小型股票,0.96266,0.00000,0.03868,-0.00134,2.84439,34.70809,42.50314,693.02695,3
1506,柏瑞歐洲小型Ａ１EUR,5,歐洲小型股票,0.97704,0.00000,0.02394,-0.00098,0.00000,64.31560,33.38859,2220.69924,1
1507,柏瑞環球債券基金Ａ,2,全球債券,0.00000,0.93010,0.04726,0.02264,None,None,None,None,2
1508,柏瑞日本新遠景USD,4,日本大型股票,0.97786,0.00000,0.02365,-0.00151,33.22695,24.83062,2.15781,9742.00543,1
1509,柏瑞歐洲股票基金,4,歐洲大型均衡型股票,0.96618,0.00000,0.00928,0.02454,41.90511,4.31561,0.16178,33398.19615,2
1510,柏瑞美國股票型基金,4,美國大型均衡型股票,0.99921,0.00000,0.00232,-0.00152,41.58807,16.91066,0.55056,56525.41988,3
1511,柏瑞日本新遠景JPY,4,日本大型股票,0.97786,0.00000,0.02365,-0.00151,33.22695,24.83062,2.15781,9742.00543,1
1513,柏瑞環球重點股票基金,3,全球大型均衡型股票,0.98050,0.00000,0.01098,0.00852,27.08787,14.30182,0.00451,49346.15549,3
1514,柏瑞新興歐洲股票基金,5,新興歐洲股票,0.96644,0.00000,0.01542,0.01814,30.47679,42.99505,2.93726,11282.28938,2
1515,柏瑞拉丁美洲股票基金,5,拉丁美洲股票,0.95360,0.00000,0.01406,0.03234,31.99505,7.39942,0.68169,13765.13700,2
1516,柏瑞新興市場債券基金,3,全球新興市場債券,0.00000,0.90414,0.04963,0.04623,None,None,None,None,2
1518,柏瑞環球印度股票基金,5,印度股票,0.00000,0.00000,0.09975,0.90025,None,None,None,None,5
1519,柏瑞日本中小公司股票,5,日本中小型股票,0.97297,0.00000,0.02890,-0.00187,27.11483,47.76056,8.99109,3871.44240,3
1520,柏瑞環球新興市場精選,5,全球新興市場股票,0.96470,0.00000,0.02630,0.00900,31.69030,14.05438,2.49892,14159.56505,1
1521,柏瑞大中華基金,5,大中華股票,0.94238,0.00000,0.04718,0.01044,17.90197,1.06411,1.94693,33721.33170,2
1522,柏瑞拉丁美洲中小型公,5,拉丁美洲股票,0.98578,0.00000,-0.00081,0.01503,2.11790,50.36852,40.40599,1205.91361,1
1523,柏瑞亞洲股票基金,5,亞洲不包括日本股票,0.99451,0.00000,0.00673,-0.00124,22.51852,6.87658,1.42339,25102.20023,3
1524,柏瑞新興市場債券月配,3,全球新興市場債券,0.00000,0.90414,0.04963,0.04623,None,None,None,None,2
1525,柏瑞新興市場當地貨債,3,全球新興市場債券 - 本地貨幣,0.00000,0.88953,0.11185,-0.00139,None,None,None,None,3
1526,柏瑞策略債券基金,3,美元債券 - 靈活策略,0.00081,0.84266,0.12955,0.02697,None,None,None,None,2
1527,柏瑞策略債券配息,3,美元債券 - 靈活策略,0.00081,0.84266,0.12955,0.02697,None,None,None,None,4
1528,柏瑞新興債A6HD月配,3,其他債券,0.00000,0.90414,0.04963,0.04623,None,None,None,None,None
1529,柏瑞動態資產配置Ａ美,3,替代投資 - 多元策略,0.48236,0.31732,0.14690,0.05342,14.34275,5.95384,4.03822,9725.27138,None
1701,駿利策略ALPHA基金,4,美國靈活型股票,1.00000,0.00000,0.00000,0.00000,18.74824,39.63096,17.52857,6493.13933,2
1702,駿利美國２０基金USD,4,美國大型增長型股票,1.00000,0.00000,0.00000,0.00000,36.03643,10.21842,2.85657,57697.18524,3
1707,駿利高收益基金美元配,3,美元高收益債券,0.00000,0.92254,0.04757,0.02989,None,None,None,None,3
1708,駿利高收益基金美元,3,美元高收益債券,0.00000,0.92254,0.04757,0.02989,None,None,None,None,3
1710,駿利美國短期債券USD,2,美元多元化債券 - 短期,0.00000,0.85068,0.14407,0.00526,None,None,None,None,3
1712,駿利美國短期債券EUR,2,其他債券,0.00000,0.85068,0.14407,0.00526,None,None,None,None,None
1714,駿利美國創業USD,4,美國小型股票,0.93404,0.00000,0.06256,0.00339,0.00000,39.01396,40.56696,2638.82508,4
1715,駿利美國創業基金EUR,4,美國股票 - 貨幣對沖,0.93404,0.00000,0.06256,0.00339,0.00000,39.01396,40.56696,2638.82508,None
1716,駿利環球生命科技-USD,3,產業股票 - 健康護理,0.96679,0.00000,0.00000,0.03321,21.59766,24.83333,9.70184,19469.35732,5
1717,駿利環球生命科技-EUR,3,產業股票 - 其他,0.96679,0.00000,0.00000,0.03321,21.59766,24.83333,9.70184,19469.35732,None
1718,柏智美國策略價值美元,4,美國靈活型股票,0.94440,0.00000,0.05560,0.00000,21.21166,26.25596,14.29731,27867.48474,3
1719,柏智美國策略價值歐元,4,美國股票 - 貨幣對沖,0.94440,0.00000,0.05560,0.00000,21.21166,26.25596,14.29731,27867.48474,None
1723,駿利環球科技USD,4,產業股票 - 科技,0.97591,0.00000,0.02176,0.00233,32.77261,22.78237,5.58751,27733.90584,4
1724,環球科技A EUR,4,產業股票 - 其他,0.97591,0.00000,0.02176,0.00233,32.77261,22.78237,5.58751,27733.90584,None
1725,英達美國重點基金美元,4,美國大型均衡型股票,0.98741,0.00000,0.00000,0.01259,57.47394,30.43042,0.47404,26482.64672,3
1727,駿利高收益基澳幣配,3,高收益債券 - 其他對沖,0.00000,0.92254,0.04757,0.02989,None,None,None,None,None
1801,天達美國股票Ｃ收益,4,美國大型均衡型股票,0.95067,0.00000,0.04933,0.00000,22.83809,18.24331,14.33222,27537.56085,1
1802,天達歐洲股票Ｃ收益,4,歐洲大型均衡型股票,0.97381,0.00000,0.02619,0.00000,31.58157,18.32758,9.81702,15188.45051,5
1803,天達環球能源Ｃ收益,4,產業股票 - 能源,0.98477,0.00000,0.01373,0.00151,32.94281,15.62189,3.01688,39954.47077,2
1804,天達環球策略股Ｃ收益,4,全球大型均衡型股票,0.98636,0.00000,0.01364,0.00000,37.77556,19.44437,7.01015,24359.16303,3
1807,天達環球債券配息Ｃ收,2,替代投資 - 多空操作 - 債券,0.00000,0.67337,0.31697,0.00965,None,None,None,None,None
1808,天達環球策略Ｃ配息,3,全球債券 - 靈活策略,0.00000,0.92326,0.04223,0.03451,None,None,None,None,2
1810,天達投資評級債息USD,2,環球企業債券 - 美元對沖,0.00000,0.78462,0.19976,0.01563,None,None,None,None,1
1813,天達環球債券Ｃ收配權,2,替代投資 - 多空操作 - 債券,0.00000,0.67337,0.31697,0.00965,None,None,None,None,None
1814,天達環球策略Ｃ收配權,3,全球債券 - 靈活策略,0.00000,0.92326,0.04223,0.03451,None,None,None,None,2
1816,天達投資評級債權USD,2,環球企業債券 - 美元對沖,0.00000,0.78462,0.19976,0.01563,None,None,None,None,1
1819,天達歐洲高收債月配歐,3,歐元高收益債券,0.00000,0.90369,0.06567,0.03064,None,None,None,None,3
1820,天達歐洲高收債配權歐,3,歐元高收益債券,0.00000,0.90369,0.06567,0.03064,None,None,None,None,3
1821,天達環球黃金基金Ｃ收,5,產業股票 - 貴金屬,0.98802,0.00000,0.01077,0.00121,43.56954,38.46584,8.50203,6308.86148,4
1822,天達ALPHA基金,4,英國大型均衡型股票,0.98961,0.00000,0.01039,0.00000,22.94769,29.83045,8.80295,10893.25734,3
1823,天達環球動力基金Ｃ收,4,全球大型均衡型股票,0.96616,0.00000,0.03384,0.00000,35.91500,17.56520,1.74155,39159.28015,3
1824,天達環球策略管理Ｃ配,3,美元平衡型股債混合,0.58793,0.12912,0.17232,0.11063,18.56775,13.19003,4.88156,18630.40052,3
1826,天達投資評級債歐配息,2,全球公司債券 - 歐元對沖,0.00000,0.78462,0.19976,0.01563,None,None,None,None,1
1827,天達投資評級債歐配權,2,全球公司債券 - 歐元對沖,0.00000,0.78462,0.19976,0.01563,None,None,None,None,1
1828,天達亞洲股票基金Ｃ收,4,亞洲不包括日本股票,0.98593,0.00000,0.01407,0.00000,21.01382,2.52903,0.10678,36010.61587,3
1829,天達環球天然資源Ｃ收,4,產業股票 - 天然資源,0.97442,0.00000,0.02405,0.00153,31.27417,29.04759,5.61202,17113.15322,3
1830,天達新興市場當地月配,3,全球新興市場債券 - 本地貨幣,0.00000,0.96192,-0.06077,0.09885,None,None,None,None,1
1833,天達歐洲高收債美元配,3,高收益債券 - 其他對沖,0.00000,0.90369,0.06567,0.03064,None,None,None,None,None
1834,天達歐洲高收債澳幣配,3,高收益債券 - 其他對沖,0.00000,0.90369,0.06567,0.03064,None,None,None,None,None
1835,天達歐洲高收債南非配,3,高收益債券 - 其他對沖,0.00000,0.90369,0.06567,0.03064,None,None,None,None,None
1836,天達環球策管Ｃ美配,3,美元平衡型股債混合,0.58793,0.12912,0.17232,0.11063,18.56775,13.19003,4.88156,18630.40052,None
1837,天達環球策管Ｃ美配權,3,美元平衡型股債混合,0.58793,0.12912,0.17232,0.11063,18.56775,13.19003,4.88156,18630.40052,None
1838,天達環球策管Ｃ澳配息,3,其他股債混合,0.58793,0.12912,0.17232,0.11063,18.56775,13.19003,4.88156,18630.40052,None
1839,天達環球策管Ｃ南非配,3,其他股債混合,0.58793,0.12912,0.17232,0.11063,18.56775,13.19003,4.88156,18630.40052,None
1840,天達歐洲股票Ｃ累積美,4,歐洲股票 - 貨幣對沖,0.97381,0.00000,0.02619,0.00000,31.58157,18.32758,9.81702,15188.45051,None
1841,天達美元貨幣Ｃ收益股,1,貨幣市場 - 美元（短期）,0.00000,0.00000,1.00000,0.00000,None,None,None,None,None
1842,天達策略Ｃ累積美元避,4,全球股票 - 貨幣對沖,0.98636,0.00000,0.01364,0.00000,37.77556,19.44437,7.01015,24359.16303,None
1843,天達特許品牌Ｃ收益,4,全球大型均衡型股票,0.95739,0.00000,0.04261,0.00000,24.39721,5.27665,1.15547,83542.32707,4
1844,天達特許品牌Ｃ２美配,4,全球大型均衡型股票,0.95739,0.00000,0.04261,0.00000,24.39721,5.27665,1.15547,83542.32707,None
1845,天達特許品牌Ｃ累美避,4,全球股票 - 貨幣對沖,0.95739,0.00000,0.04261,0.00000,24.39721,5.27665,1.15547,83542.32707,None
1846,天達特許品牌Ｃ２澳配,4,全球股票 - 貨幣對沖,0.95739,0.00000,0.04261,0.00000,24.39721,5.27665,1.15547,83542.32707,None
1847,天達特許品牌Ｃ２南配,4,全球股票 - 貨幣對沖,0.95739,0.00000,0.04261,0.00000,24.39721,5.27665,1.15547,83542.32707,None
1902,天利新興市場債券,3,全球新興市場債券,0.00000,0.98044,0.01956,0.00000,None,None,None,None,3
1905,天利北美基金,4,美國大型增長型股票,0.99216,0.00000,0.00784,0.00000,37.94936,6.72181,1.30066,66345.96532,3
1907,天利新興市場債券月配,3,全球新興市場債券,0.00000,0.98044,0.01956,0.00000,None,None,None,None,3
1909,天利泛歐洲股票基金,4,歐洲大型增長型股票,0.98312,0.00000,0.00406,0.01282,33.11768,9.70947,0.00000,29950.45674,3
1910,天利全球焦點基金,3,全球大型增長型股票,0.98280,0.00000,0.01720,0.00000,28.57380,7.61734,0.00000,48137.24782,4
1911,天利美國選擇基金,4,美國大型增長型股票,0.98047,0.00000,0.01953,0.00000,44.20523,7.95185,1.52503,56019.61848,2
1913,天利環球資產配置,3,美元平衡型股債混合,0.42625,0.27695,0.09770,0.19910,10.51805,6.69018,0.48936,40065.44773,4
1914,天利環球資產配置月配,3,美元平衡型股債混合,0.42625,0.27695,0.09770,0.19910,10.51805,6.69018,0.48936,40065.44773,3
1920,天利全球新興市場短債,3,全球新興市場債券,0.00000,0.88771,0.11229,0.00000,None,None,None,None,3
1921,天利全球新興短債美配,3,全球新興市場債券,0.00000,0.88771,0.11229,0.00000,None,None,None,None,3
1922,天利全球新興短債歐元,3,全球新興市場債券,0.00000,0.88771,0.11229,0.00000,None,None,None,None,3
1923,天利全球能源股票美,4,產業股票 - 能源,0.96962,0.00000,0.03032,0.00007,28.88082,10.68626,1.85976,43679.61185,3
1924,天利全球能源股票歐,4,產業股票 - 能源,0.96962,0.00000,0.03032,0.00007,28.88082,10.68626,1.85976,43679.61185,3
1925,天利新興市場公司債歐,3,全球新興市場公司債券 - 歐元傾向,0.00000,0.91020,0.08059,0.00922,None,None,None,None,3
1926,天利新興市公司債美配,3,全球新興市場公司債券,0.00000,0.91020,0.08059,0.00922,None,None,None,None,3
1927,天利新興市公司債歐配,3,全球新興市場公司債券 - 歐元傾向,0.00000,0.91020,0.08059,0.00922,None,None,None,None,3
2002,日盛上選基金,4,台灣中小型股票,0.87006,0.00000,0.15590,-0.02596,4.56835,23.76248,28.60598,41673.31913,2
2003,日盛小而美基金,5,台灣中小型股票,0.88077,0.00000,0.07530,0.04393,9.58451,24.37545,31.64127,20114.88123,3
2004,日盛精選五虎基金,4,台灣中小型股票,0.85457,0.00000,0.16180,-0.01637,8.66351,6.88558,29.62705,66949.86833,4
2005,日盛高科技基金,5,產業股票 - 科技,0.87972,0.00000,0.09920,0.02108,11.33352,28.54943,11.08022,67328.89415,2
2009,日盛新台商基金,4,台灣中小型股票,0.94533,0.00000,0.03940,0.01527,7.96168,23.47754,21.49224,51873.26092,3
2012,日盛大中華基金,5,亞太區股票,0.90472,0.00000,0.09165,0.00363,33.26891,5.69922,1.78384,439929.13853,2
2013,日盛首選基金,4,台灣中小型股票,0.83140,0.00000,0.16750,0.00110,6.92934,22.55857,18.09375,63271.70837,4
2014,日盛全球抗暖化基金,4,產業股票 - 環境生態,0.87209,0.00000,0.12791,0.00000,29.58870,27.85206,3.73979,483064.32705,3
2017,日盛金緻招牌組合基金,3,其他債券,0.00136,0.84476,0.11275,0.04113,0.05307,0.04041,0.00000,687122.45002,None
2018,日盛ＭＩＴ主流基金,4,台灣大型股票,0.91405,0.00000,0.09100,-0.00505,14.48235,20.14950,20.62068,49168.86023,4
2019,日盛中國內需動力基金,5,大中華股票,0.88960,0.00000,0.09455,0.01584,38.50644,13.07764,1.17324,275913.64561,2
2020,日盛亞洲高收益債累積,4,亞洲高收益債券,0.00000,0.86734,0.09233,0.04033,None,None,None,None,3
2021,日盛亞洲高收益債月配,4,亞洲高收益債券,0.00000,0.86734,0.09233,0.04033,None,None,None,None,2
2022,日盛全球新興債券Ａ累,3,全球新興市場債券,0.00000,0.93358,0.04410,0.02232,None,None,None,None,3
2023,日盛全球新興債券Ｂ配,3,全球新興市場債券,0.00000,0.93358,0.04410,0.02232,None,None,None,None,3
2051,日盛貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.19445,0.81260,-0.00705,None,None,None,None,None
2104,新光台灣富貴基金,4,台灣中小型股票,0.95990,0.00000,0.03840,0.00170,9.40287,32.93854,27.96694,47030.39163,2
2105,新光國家建設基金,4,台灣中小型股票,0.95156,0.00000,0.04360,0.00484,1.04813,25.75387,29.96381,25103.98640,3
2106,新光大三通基金,4,台灣中小型股票,0.91974,0.00000,0.08010,0.00016,3.95224,38.07981,30.46645,41489.90688,2
2107,新光創新科技基金,5,產業股票 - 科技,0.92777,0.00000,0.06530,0.00693,1.26618,26.41476,30.59118,30255.38733,2
2108,新光店頭基金,5,台灣中小型股票,0.94106,0.00000,0.06280,-0.00386,5.55680,36.87231,40.88698,25373.07795,2
2110,新光亞洲精選基金,5,亞太區不包括日本股票,0.89228,0.00000,0.10154,0.00618,26.74356,17.38551,0.91224,437458.19565,1
2112,新光中國成長基金,5,中國股票,0.89757,0.00000,0.10216,0.00027,44.19663,17.40725,0.48793,214795.65093,1
2114,新光兩岸優勢基金,5,大中華股票,0.84254,0.00000,0.08274,0.07472,39.36431,17.82542,0.47829,208819.39051,2
2117,新光福運平衡基金,4,新台幣平衡型股債混合,0.70559,0.03111,0.20060,0.06270,6.30010,22.96020,22.57545,40427.56097,3
2119,新光全球ＥＴＦ組Ａ不,3,新台幣積極型股債混合,0.25934,0.56468,0.10696,0.06902,7.58821,3.99688,0.80123,948494.87850,None
2120,新光全球ＥＴＦ組Ｂ配,3,新台幣積極型股債混合,0.25934,0.56468,0.10696,0.06902,7.58821,3.99688,0.80123,948494.87850,None
2121,新光全球生技醫療基金,3,產業股票 - 生物科技,0.94954,0.00000,0.06430,-0.01384,36.62343,16.15055,2.53681,1079802.36735,None
2152,新光吉星貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,0.99960,0.00040,None,None,None,None,None
2204,施羅德全球策高收不配,4,全球高收益債券,0.00000,0.97534,0.02590,-0.00124,None,None,None,None,1
2205,施羅德全球策高收配息,4,全球高收益債券,0.00000,0.97534,0.02590,-0.00124,None,None,None,None,1
2206,施羅德樂活中小基金,5,台灣中小型股票,0.80780,0.00000,0.18710,0.00510,6.99891,23.92688,28.41570,42342.23570,4
2301,德信數位時代基金,5,產業股票 - 科技,0.92282,0.00000,0.07870,-0.00152,2.11090,3.07750,20.28166,12865.56584,5
2302,德信大發基金,4,台灣中小型股票,0.89051,0.00000,0.06580,0.04369,3.05516,10.96520,27.36931,21443.13681,4
2305,德信萬瑞基金,2,全球債券,0.00000,0.71077,0.39250,-0.10327,None,None,None,None,2
2306,德信中國精選成長基金,5,大中華股票,0.85840,0.00000,0.12715,0.01445,21.09659,11.27998,7.44251,361117.83868,3
2307,德信台灣主流中小基金,5,台灣中小型股票,0.87812,0.00000,0.09430,0.02758,2.52881,16.48604,36.40400,13868.32504,5
2309,德信新興股票組合基金,5,全球新興市場股票,0.85590,0.00000,0.14168,0.00242,23.18534,15.85888,10.03177,236735.95674,4
2401,宏利臺灣高股息基金,4,台灣大型股票,0.89458,0.00000,0.09800,0.00742,14.81672,23.65384,21.96423,108460.16527,4
2402,宏利台灣動力基金,4,台灣中小型股票,0.92735,0.00000,0.07630,-0.00365,5.45036,25.12717,36.46062,54680.16230,5
2403,宏利精選中華基金,5,大中華股票,0.93278,0.00000,0.06070,0.00652,14.64561,17.41238,9.87922,464252.44078,4
2405,宏利全球債券組合基金,3,其他債券,0.00587,0.74152,0.20408,0.04853,0.16614,0.12708,0.11802,344259.32276,None
2406,宏利亞太中小企業基金,5,亞太區不包括日本股票,0.94766,0.00000,0.05260,-0.00026,28.29529,31.64860,27.57808,38625.24739,3
2407,宏利新興市高收益累積,4,全球新興市場債券,0.00000,0.95265,0.03080,0.01655,None,None,None,None,3
2408,宏利新興市高收債配息,4,全球新興市場債券,0.00000,0.95265,0.03080,0.01655,None,None,None,None,3
2451,宏利萬利貨幣市場基金,1,貨幣市場 - 新台幣,0.00000,0.00000,1.00000,0.00000,None,None,None,None,None
2452,宏利亞太入息債不配息,2,亞洲債券,0.00000,0.80811,0.14902,0.04287,None,None,None,None,2
2453,宏利亞太入息債月配息,2,亞洲債券,0.00000,0.80811,0.14902,0.04287,None,None,None,None,2
2454,宏利全入息動組Ａ台幣,3,新台幣積極型股債混合,0.33493,0.37423,0.26468,0.02616,10.54840,6.95927,0.52216,954937.36531,None
2455,宏利全入息動組Ｂ台幣,3,新台幣積極型股債混合,0.33493,0.37423,0.26468,0.02616,10.54840,6.95927,0.52216,954937.36531,None
2501,德銀遠東ＤＷＳ全球神,4,產業股票 - 農產品,0.89870,0.00000,0.09450,0.00680,24.85329,41.57790,12.66715,189754.56270,2
